id,district,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
1479,LAUSD,,Willow Elementary DL Two-Way Im Spanish (LAUSD),Willow Elementary DL Two-Way Im Spanish,True,2777 Willow Pl,,South Gate,, 90.0,False
1480,LAUSD,,Wilmington Middle School STEAM Magnet (LAUSD),Wilmington Middle School STEAM Magnet,True,1700 Gulf Ave,,Wilmington,, 90.0,False
1481,LAUSD,Active,Wilmington Park Elementary (LAUSD),Wilmington Park Elementary,True,1140 Mahar Ave,1140 Mahar Ave.,Wilmington,Wilmington, 100.0,False
1482,LAUSD,Active,Wilshire Crest Elementary (LAUSD),Wilshire Crest Elementary,True,5241 W Olympic Blvd,5241 West Olympic Blvd.,Los Angeles,Los Angeles, 100.0,False
1483,LAUSD,,Wilshire Crest Elementary DL Two-Way Im Spanish (LAUSD),Wilshire Crest Elementary DL Two-Way Im Spanish,True,5241 W Olympic Blvd,,Los Angeles,, 90.0,False
1484,LAUSD,,Wilshire Park Elementary School (LAUSD),Wilshire Park Elementary School,True,4063 Ingraham St,,Los Angeles,, 95.0,False
1485,LAUSD,Active,Wilton Place Elementary (LAUSD),Wilton Place Elementary,True,745 S Wilton Pl,745 South Wilton Pl.,Los Angeles,Los Angeles, 100.0,False
1486,LAUSD,,Wilton Place Elementary DL Two-Way Im Korean (LAUSD),Wilton Place Elementary DL Two-Way Im Korean,True,745 S Wilton Pl,,Los Angeles,, 90.0,False
1487,LAUSD,,Wilton Place Elementary DL Two-Way Im Spanish (LAUSD),Wilton Place Elementary DL Two-Way Im Spanish,True,745 S Wilton Pl,,Los Angeles,, 90.0,False
1488,LAUSD,,Windsor Hills Elementary Math/Science Aerospace Magnet (LAUSD),Windsor Hills Elementary Math/Science Aerospace Magnet,True,5215 Overdale Dr,,Los Angeles,,,False
1489,LAUSD,Active,Winnetka Avenue Elementary (LAUSD),Winnetka Avenue Elementary,True,8240 Winnetka Ave,8240 Winnetka Ave.,Winnetka,Canoga Park, 100.0,False
1490,LAUSD,Active,Wisdom Elementary (LAUSD),Wisdom Elementary,True,1125 E 74th St,1125 East 74th St.,Los Angeles,Los Angeles, 100.0,False
1491,LAUSD,Active,Wonderland Avenue Elementary (LAUSD),Wonderland Avenue Elementary,True,8510 Wonderland Ave,8510 Wonderland Ave.,Los Angeles,Los Angeles, 100.0,False
1492,LAUSD,,Wonderland Avenue Elementary Gifted Magnet (LAUSD),Wonderland Avenue Elementary Gifted Magnet,True,8510 Wonderland Ave,,Los Angeles,, 90.0,False
1493,LAUSD,Active,Woodcrest Elementary (LAUSD),Woodcrest Elementary (Los Angeles Unified),True,1151 W 109th St,1151 West 109th St.,Los Angeles,Los Angeles, 100.0,True
1494,LAUSD,Active,Woodcrest Elementary (LAUSD),Woodcrest Elementary (Fullerton Elementary),True,1151 W 109th St,455 West Baker Ave.,Los Angeles,Fullerton, 100.0,True
1495,LAUSD,Active,Woodcrest Elementary (LAUSD),Woodcrest Elementary (Riverside Unified),True,1151 W 109th St,16940 Krameria Ave.,Los Angeles,Riverside, 100.0,True
1496,LAUSD,Active,Woodlake Elementary Community Charter (LAUSD),Woodlake Elementary Community Charter,True,23231 Hatteras St,23231 Hatteras St.,Woodland Hills,Woodland Hills, 100.0,False
1497,LAUSD,Active,Woodland Hills Academy (LAUSD),Woodland Hills Academy,True,20800 Burbank Blvd,20800 Burbank Blvd.,Woodland Hills,Woodland Hills, 100.0,False
1498,LAUSD,,Woodland Hills Academy Humanities Magnet (LAUSD),Woodland Hills Academy Humanities Magnet,True,20800 Burbank Blvd,,Woodland Hills,, 90.0,False
1499,LAUSD,,Woodland Hills Charter Elementary for Enriched Studies (LAUSD),Woodland Hills Charter Elementary for Enriched Studies,True,22201 San Miguel St,,Woodland Hills,, 95.0,False
1500,LAUSD,Active,Woodlawn Avenue Elementary (LAUSD),Woodlawn Avenue Elementary,True,6314 Woodlawn Ave,6314 Woodlawn Ave.,Bell,Bell, 100.0,False
1501,LAUSD,,Woodlawn Avenue Elementary DL Two-Way Im Spanish (LAUSD),Woodlawn Avenue Elementary DL Two-Way Im Spanish,True,6314 Woodlawn Ave,,Bell,, 90.0,False
1502,LAUSD,Active,Woodrow Wilson Senior High (LAUSD),Woodrow Wilson Senior High,True,4500 Multnomah St,4500 Multnomah St.,Los Angeles,Los Angeles, 100.0,False
1503,LAUSD,,Woodrow Wilson Senior High Administrative Law Magnet (LAUSD),Woodrow Wilson Senior High Administrative Law Magnet,True,4500 Multnomah St,,Los Angeles,, 90.0,False
1504,LAUSD,,Woodrow Wilson Senior High Firefighter Magnet (LAUSD),Woodrow Wilson Senior High Firefighter Magnet,True,4500 Multnomah St,,Los Angeles,, 90.0,False
1505,LAUSD,,Woodrow Wilson Senior High Police Academy Magnet (LAUSD),Woodrow Wilson Senior High Police Academy Magnet,True,4500 Multnomah St.,,Los Angeles,, 90.0,False
1506,LAUSD,Active,Yorkdale Elementary (LAUSD),Yorkdale Elementary,True,5657 Meridian St.,5657 Meridian St.,Los Angeles,Los Angeles, 100.0,False
1507,LAUSD,,Young Empowered Scholars Academy (LAUSD),Young Empowered Scholars Academy,True,3140 Hyde Park Blvd.,,Los Angeles,, 95.0,False
1508,LAUSD,Active,Young Oak Kim Academy (LAUSD),Young Oak Kim Academy,True,615 S. Shatto Pl.,615 South Shatto Pl.,Los Angeles,Los Angeles, 100.0,False
1509,LAUSD,Active,Youth Opportunities Unlimited (LAUSD),Youth Opportunities Unlimited,True,915 W Manchester Ave.,915 West Manchester Ave.,Los Angeles,Los Angeles, 100.0,False
1510,LAUSD,,Zane Grey Continuation High (LAUSD),Zane Grey Continuation High,True,18230 Kittridge St.,,Reseda,, 95.0,False
1511,Long Beach,Active,Addams Elementary (Long Beach),Addams Elementary (Fresno Unified),True,5320 Pine Ave.,2117 West McKinley Ave.,Long Beach,Fresno, 100.0,True
1512,Long Beach,Active,Addams Elementary (Long Beach),Addams Elementary (Long Beach Unified),True,5320 Pine Ave.,5320 Pine Ave.,Long Beach,Long Beach, 100.0,True
1513,Long Beach,Active,Alvarado Elementary (Long Beach),Alvarado Elementary (New Haven Unified),True,1900 E. 21st.,31100 Fredi St.,Signal Hill,Union City, 100.0,True
1514,Long Beach,Closed,Alvarado Elementary (Long Beach),Alvarado Elementary (West Contra Costa Unified),True,1900 E. 21st.,5625 Sutter Ave.,Signal Hill,Richmond, 100.0,True
1515,Long Beach,Active,Alvarado Elementary (Long Beach),Alvarado Elementary (Long Beach Unified),True,1900 E. 21st.,1400 East 20th St.,Signal Hill,Long Beach, 100.0,True
1516,Long Beach,Active,Alvarado Elementary (Long Beach),Alvarado Elementary (San Francisco Unified),True,1900 E. 21st.,625 Douglas St.,Signal Hill,San Francisco, 100.0,True
1517,Long Beach,Closed,Avalon Elementary (Long Beach),Avalon Elementary (Long Beach Unified),True,"P.O. Box 557, Avalon",200 Falls Canyon Rd.,Catalina Island,Santa Catalina Island, 100.0,True
1518,Long Beach,Active,Avalon Elementary (Long Beach),Avalon Elementary (Val Verde Unified),True,"P.O. Box 557, Avalon",1815 East Rider St.,Catalina Island,Perris, 100.0,True
1519,Long Beach,Closed,Avalon Elementary (Long Beach),Avalon Elementary (South San Francisco Unified),True,"P.O. Box 557, Avalon",375 Dorado Way,Catalina Island,South San Francisco, 100.0,True
1520,Long Beach,,Avalon Middle (Long Beach),Avalon Middle,True,"P.O. Box 557, Avalon",,Catalina Island,,,False
1521,Long Beach,,Avalon High School (Long Beach),Avalon High School,True,"P.O. Box 557, Avalon",,Catalina Island,,,False
1522,Long Beach,Active,Bancroft Middle (Long Beach),Bancroft Middle (San Leandro Unified),True,5301 E. Centralia St.,1150 Bancroft Ave.,Long Beach,San Leandro, 100.0,True
1523,Long Beach,Active,Bancroft Middle (Long Beach),Bancroft Middle (Long Beach Unified),True,5301 E. Centralia St.,5301 East Centralia St.,Long Beach,Long Beach, 100.0,True
1524,Long Beach,Active,Barton Elementary (Long Beach),Barton Elementary (Long Beach Unified),True,1100 E. Del Amo Blvd.,1100 East Del Amo Blvd.,Long Beach,Long Beach, 100.0,True
1525,Long Beach,Active,Barton Elementary (Long Beach),Barton Elementary (San Bernardino City Unified),True,1100 E. Del Amo Blvd.,2214 Pumalo St.,Long Beach,San Bernardino, 100.0,True
1526,Long Beach,Merged,Bethune Elementary (Long Beach),Bethune Elementary,True,2101 San Gabriel Ave.,,Long Beach,, 100.0,False
1527,Long Beach,Active,Birney Elementary (Long Beach),Birney Elementary (Fresno Unified),True,710 W. Spring St.,3034 East Cornell Ave.,Long Beach,Fresno, 100.0,True
1528,Long Beach,Active,Birney Elementary (Long Beach),Birney Elementary (Long Beach Unified),True,710 W. Spring St.,710 West Spring St.,Long Beach,Long Beach, 100.0,True
1529,Long Beach,Merged,Birney Elementary (Long Beach),Birney Elementary (Redondo Beach City Elementary),True,710 W. Spring St.,1600 Green Ln.,Long Beach,Redondo Beach, 100.0,True
1530,Long Beach,Active,Birney Elementary (Long Beach),Birney Elementary (Redondo Beach Unified),True,710 W. Spring St.,1600 Green Ln.,Long Beach,Redondo Beach, 100.0,True
1531,Long Beach,Active,Birney Elementary (Long Beach),Birney Elementary (San Diego Unified),True,710 W. Spring St.,4345 Campus Ave.,Long Beach,San Diego, 100.0,True
1532,Long Beach,Active,Bixby Elementary (Long Beach),Bixby Elementary (Hacienda la Puente Unified),True,5251 E. Stearns St.,16446 Wedgeworth Dr.,Long Beach,Hacienda Heights, 100.0,True
1533,Long Beach,Active,Bixby Elementary (Long Beach),Bixby Elementary (Long Beach Unified),True,5251 E. Stearns St.,5251 East Stearns St.,Long Beach,Long Beach, 100.0,True
1534,Long Beach,,Browning High School (Long Beach),Browning High School,True,2180 Obispo Ave.,,Long Beach,,,False
1535,Long Beach,Active,Bryant Elementary (Long Beach),Bryant Elementary (Long Beach Unified),True,4101 E. Fountain St.,4101 East Fountain St.,Long Beach,Long Beach, 100.0,True
1536,Long Beach,Merged,Bryant Elementary (Long Beach),Bryant Elementary (Dos Palos Joint Union Elementa),True,4101 E. Fountain St.,Bryant Rd.,Long Beach,Dos Palos, 100.0,True
1537,Long Beach,Active,Bryant Elementary (Long Beach),Bryant Elementary (Garden Grove Unified),True,4101 E. Fountain St.,8371 Orangewood Ave.,Long Beach,Garden Grove, 100.0,True
1538,Long Beach,Active,Bryant Elementary (Long Beach),Bryant Elementary (Riverside Unified),True,4101 E. Fountain St.,4324 Third St.,Long Beach,Riverside, 100.0,True
1539,Long Beach,Active,Bryant Elementary (Long Beach),Bryant Elementary (San Francisco Unified),True,4101 E. Fountain St.,2641 25th St.,Long Beach,San Francisco, 100.0,True
1540,Long Beach,,Burbank Elemantary (Long Beach),Burbank Elemantary,True,501 Junipero Ave.,,Long Beach,, 94.44444444444444,False
1541,Long Beach,Active,Burcham Elementary (Long Beach),Burcham Elementary,True,5610 Monlaco Rd.,5610 East Monlaco Rd.,Long Beach,Long Beach, 100.0,False
1542,Long Beach,,Cabrillo High School (Long Beach),Cabrillo High School,True,2001 Santa Fe Ave.,,Long Beach,, 90.0,False
1543,Long Beach,,California Academy for Mathematics and Science (CAMS) at CSUDH (Long Beach),California Academy for Mathematics and Science (CAMS) at CSUDH,True,1000 E. Victoria St.,,Carson,, 91.72413793103448,False
1544,Long Beach,Active,Carver Elementary (Long Beach),Carver Elementary (Compton Unified),True,5335 E. Pavo St.,1425 East 120th St.,Long Beach,Los Angeles, 100.0,True
1545,Long Beach,Active,Carver Elementary (Long Beach),Carver Elementary (Long Beach Unified),True,5335 E. Pavo St.,5335 East Pavo St.,Long Beach,Long Beach, 100.0,True
1546,Long Beach,Active,Carver Elementary (Long Beach),Carver Elementary (San Marino Unified),True,5335 E. Pavo St.,3100 Huntington Dr.,Long Beach,San Marino, 100.0,True
1547,Long Beach,Active,Carver Elementary (Long Beach),Carver Elementary (San Diego Unified),True,5335 E. Pavo St.,3251 Juanita St.,Long Beach,San Diego, 100.0,True
1548,Long Beach,Active,Chavez Elementary (Long Beach),Chavez Elementary (Long Beach Unified),True,730 W. 3rd St.,730 West Third St.,Long Beach,Long Beach, 100.0,True
1549,Long Beach,Active,Chavez Elementary (Long Beach),Chavez Elementary (San Diego Unified),True,730 W. 3rd St.,1404 South 40th St.,Long Beach,San Diego, 100.0,True
1550,Long Beach,,Clevland Elementary (Long Beach),Clevland Elementary,True,4760 Hackett,,Lakewood,, 97.43589743589743,False
1551,Long Beach,,Cubberly (K-8) (Long Beach),Cubberly (K-8),True,3200 Monogram Ave.,,Long Beach,, 92.3076923076923,False
1552,Long Beach,Active,Dooley Elementary (Long Beach),Dooley Elementary,True,5075 Long Beach Blvd.,5075 Long Beach Blvd.,Long Beach,Long Beach, 100.0,False
1553,Long Beach,Active,Edison Elementary (Long Beach),Edison Elementary (Alameda Unified),True,625 Maine Ave.,2700 Buena Vista Ave.,Long Beach,Alameda, 100.0,True
1554,Long Beach,Closed,Edison Elementary (Long Beach),Edison Elementary (Oakland Unified),True,625 Maine Ave.,3239 Kempton Ave.,Long Beach,Oakland, 100.0,True
1555,Long Beach,Active,Edison Elementary (Long Beach),Edison Elementary (Long Beach Unified),True,625 Maine Ave.,625 Maine Ave.,Long Beach,Long Beach, 100.0,True
1556,Long Beach,Closed,Edison Elementary (Long Beach),Edison Elementary (Redondo Beach City Elementary),True,625 Maine Ave.,3401 Inglewood Ave.,Long Beach,Redondo Beach, 100.0,True
1557,Long Beach,Active,Edison Elementary (Long Beach),Edison Elementary (Santa Monica-Malibu Unified),True,625 Maine Ave.,2402 Virginia Ave.,Long Beach,Santa Monica, 100.0,True
1558,Long Beach,Active,Edison Elementary (Long Beach),Edison Elementary (Torrance Unified),True,625 Maine Ave.,3800 182nd St.,Long Beach,Torrance, 100.0,True
1559,Long Beach,Active,Edison Elementary (Long Beach),Edison Elementary (Ontario-Montclair),True,625 Maine Ave.,515 East Sixth St.,Long Beach,Ontario, 100.0,True
1560,Long Beach,Active,Edison Elementary (Long Beach),Edison Elementary (San Diego Unified),True,625 Maine Ave.,4077 35th St.,Long Beach,San Diego, 100.0,True
1561,Long Beach,Closed,Edison Elementary (Long Beach),Edison Elementary (Redwood City Elementary),True,625 Maine Ave.,191 G St.,Long Beach,Redwood City, 100.0,True
1562,Long Beach,Active,Emerson Elementary (Long Beach),Emerson Elementary (Berkeley Unified),True,2625 Josie Ave.,2800 Forest Ave.,Long Beach,Berkeley, 100.0,True
1563,Long Beach,Active,Emerson Elementary (Long Beach),Emerson Elementary (Oakland Unified),True,2625 Josie Ave.,4803 Lawton Ave.,Long Beach,Oakland, 100.0,True
1564,Long Beach,Active,Emerson Elementary (Long Beach),Emerson Elementary (Compton Unified),True,2625 Josie Ave.,1011 East Caldwell St.,Long Beach,Compton, 100.0,True
1565,Long Beach,Active,Emerson Elementary (Long Beach),Emerson Elementary (Riverside Unified),True,2625 Josie Ave.,4660 Ottawa Ave.,Long Beach,Riverside, 100.0,True
1566,Long Beach,Closed,Emerson Elementary (Long Beach),Emerson Elementary (San Luis Coastal Unified),True,2625 Josie Ave.,1341 Nipomo St.,Long Beach,San Luis Obispo, 100.0,True
1567,Long Beach,Closed,Franklin Middle (Long Beach),Franklin Middle,True,540 Cerritos Ave.,501 Starr Ave.,Long Beach,Vallejo, 100.0,False
1568,Long Beach,Closed,Fremont Elementary (Long Beach),Fremont Elementary (Fremont Unified),True,4000 E. 4th St.,40230 Laiolo Rd.,Long Beach,Fremont, 100.0,True
1569,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Antioch Unified),True,4000 E. 4th St.,1413 F St.,Long Beach,Antioch, 100.0,True
1570,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Fowler Unified),True,4000 E. 4th St.,306 East Tuolumne St.,Long Beach,Fowler, 100.0,True
1571,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Fresno Unified),True,4000 E. 4th St.,1005 West Weldon,Long Beach,Fresno, 100.0,True
1572,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Bakersfield City),True,4000 E. 4th St.,607 Texas St.,Long Beach,Bakersfield, 100.0,True
1573,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Delano Union Elementary),True,4000 E. 4th St.,1318 Clinton St.,Long Beach,Delano, 100.0,True
1574,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Alhambra Unified),True,4000 E. 4th St.,2001 South Elm St.,Long Beach,Alhambra, 100.0,True
1575,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Long Beach Unified),True,4000 E. 4th St.,4000 East Fourth St.,Long Beach,Long Beach, 100.0,True
1576,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Montebello Unified),True,4000 E. 4th St.,200 West Madison Ave.,Long Beach,Montebello, 100.0,True
1577,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Alisal Union),True,4000 E. 4th St.,1255 East Market St.,Long Beach,Salinas, 100.0,True
1578,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Santa Ana Unified),True,4000 E. 4th St.,1930 West 10th St.,Long Beach,Santa Ana, 100.0,True
1579,Long Beach,Active,Fremont Elementary (Long Beach),Fremont Elementary (Riverside Unified),True,4000 E. 4th St.,1925 Orange St.,Long Beach,Riverside, 100.0,True
1580,Long Beach,Closed,Fremont Elementary (Long Beach),Fremont Elementary (Sacramento City Unified),True,4000 E. 4th St.,2420 N St.,Long Beach,Sacramento, 100.0,True
1581,Long Beach,Closed,Fremont Elementary (Long Beach),Fremont Elementary (San Diego Unified),True,4000 E. 4th St.,2375 Congress St.,Long Beach,San Diego, 100.0,True
1582,Long Beach,Active,Gant Elementary (Long Beach),Gant Elementary,True,1854 Britton Dr.,1854 Britton Dr.,Long Beach,Long Beach, 100.0,False
1583,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (Oakland Unified),True,2240 Baltic Ave.,1640 22nd Ave.,Long Beach,Oakland, 100.0,True
1584,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (San Leandro Unified),True,2240 Baltic Ave.,13050 Aurora Dr.,Long Beach,San Leandro, 100.0,True
1585,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (Clovis Unified),True,2240 Baltic Ave.,1315 North Peach Ave.,Long Beach,Clovis, 100.0,True
1586,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (Garfield Elementary),True,2240 Baltic Ave.,2200 Freshwater Rd.,Long Beach,Eureka, 100.0,True
1587,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (Alhambra Unified),True,2240 Baltic Ave.,110 West McLean St.,Long Beach,Alhambra, 100.0,True
1588,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (Long Beach Unified),True,2240 Baltic Ave.,2240 Baltic Ave.,Long Beach,Long Beach, 100.0,True
1589,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (Montebello Unified),True,2240 Baltic Ave.,7425 South Garfield Ave.,Long Beach,Bell Gardens, 100.0,True
1590,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (Santa Ana Unified),True,2240 Baltic Ave.,850 East Brown St.,Long Beach,Santa Ana, 100.0,True
1591,Long Beach,Closed,Garfield Elementary (Long Beach),Garfield Elementary (San Juan Unified),True,2240 Baltic Ave.,3700 Garfield Ave.,Long Beach,Carmichael, 100.0,True
1592,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (San Diego Unified),True,2240 Baltic Ave.,4487 Oregon St.,Long Beach,San Diego, 100.0,True
1593,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (San Francisco Unified),True,2240 Baltic Ave.,420 Filbert St.,Long Beach,San Francisco, 100.0,True
1594,Long Beach,Closed,Garfield Elementary (Long Beach),Garfield Elementary (Lodi Unified),True,2240 Baltic Ave.,510 S. Garfield St.,Long Beach,Lodi, 100.0,True
1595,Long Beach,Closed,Garfield Elementary (Long Beach),Garfield Elementary (Lodi Unified),True,2240 Baltic Ave.,1001 S. Garfield St.,Long Beach,Lodi, 100.0,True
1596,Long Beach,Closed,Garfield Elementary (Long Beach),Garfield Elementary (Stockton Unified),True,2240 Baltic Ave.,1670 East Sixth St.,Long Beach,Stockton, 100.0,True
1597,Long Beach,Active,Garfield Elementary (Long Beach),Garfield Elementary (Redwood City Elementary),True,2240 Baltic Ave.,3600 Middlefield Rd.,Long Beach,Menlo Park, 100.0,True
1598,Long Beach,,Gompers Elementary (Long Beach),Gompers Elementary,True,5206 Briercrest,,Lakewood,, 90.0,False
1599,Long Beach,Active,Grant Elementary (Long Beach),Grant Elementary (San Lorenzo Unified),True,1225 E. 64th St.,879 Grant Ave.,Long Beach,San Lorenzo, 100.0,True
1600,Long Beach,Active,Grant Elementary (Long Beach),Grant Elementary (Antioch Unified),True,1225 E. 64th St.,4325 Spaulding St.,Long Beach,Antioch, 100.0,True
1601,Long Beach,Active,Grant Elementary (Long Beach),Grant Elementary (West Contra Costa Unified),True,1225 E. 64th St.,2400 Downer Ave.,Long Beach,Richmond, 100.0,True
1602,Long Beach,Merged,Grant Elementary (Long Beach),Grant Elementary (Eureka City Elementary),True,1225 E. 64th St.,Oak and H Sts.,Long Beach,Eureka, 100.0,True
1603,Long Beach,Active,Grant Elementary (Long Beach),Grant Elementary (Eureka City Schools),True,1225 E. 64th St.,3901 G St.,Long Beach,Eureka, 100.0,True
1604,Long Beach,Active,Grant Elementary (Long Beach),Grant Elementary (Long Beach Unified),True,1225 E. 64th St.,1225 East 64th St.,Long Beach,Long Beach, 100.0,True
1605,Long Beach,Active,Grant Elementary (Long Beach),Grant Elementary (Los Angeles Unified),True,1225 E. 64th St.,1530 North Wilton Pl.,Long Beach,Los Angeles, 100.0,True
1606,Long Beach,Active,Grant Elementary (Long Beach),Grant Elementary (Santa Monica-Malibu Unified),True,1225 E. 64th St.,2368 Pearl St.,Long Beach,Santa Monica, 100.0,True
1607,Long Beach,Closed,Grant Elementary (Long Beach),Grant Elementary (Riverside Unified),True,1225 E. 64th St.,4011 14th St.,Long Beach,Riverside, 100.0,True
1608,Long Beach,Closed,Grant Elementary (Long Beach),Grant Elementary (Stockton Unified),True,1225 E. 64th St.,1800 South Sutter St.,Long Beach,Stockton, 100.0,True
1609,Long Beach,Closed,Grant Elementary (Long Beach),Grant Elementary (Cupertino Union),True,1225 E. 64th St.,22515 Holt Ave.,Long Beach,Los Altos, 100.0,True
1610,Long Beach,Active,Grant Elementary (Long Beach),Grant Elementary (San Jose Unified),True,1225 E. 64th St.,470 East Jackson St.,Long Beach,San Jose, 100.0,True
1611,Long Beach,Active,Grant Elementary (Long Beach),Grant Elementary (Grant Elementary),True,1225 E. 64th St.,8835 Swasey Dr.,Long Beach,Redding, 100.0,True
1612,Long Beach,Closed,Grant Elementary (Long Beach),Grant Elementary (Vallejo City Unified),True,1225 E. 64th St.,740 Fifth St.,Long Beach,Vallejo, 100.0,True
1613,Long Beach,Active,Grant Elementary (Long Beach),Grant Elementary (Petaluma City Elementary),True,1225 E. 64th St.,200 Grant Ave.,Long Beach,Petaluma, 100.0,True
1614,Long Beach,Active,Hamilton Middle (Long Beach),Hamilton Middle (Long Beach Unified),True,1060 E. 70th St.,1060 East 70th St.,Long Beach,Long Beach, 100.0,True
1615,Long Beach,Closed,Hamilton Middle (Long Beach),Hamilton Middle (Stockton Unified),True,1060 E. 70th St.,2245 East 11th St.,Long Beach,Stockton, 100.0,True
1616,Long Beach,Active,Harte Elementary (Long Beach),Harte Elementary,True,1671 E. Phillips St.,1671 East Phillips St.,Long Beach,Long Beach, 100.0,False
1617,Long Beach,,Henry Elementary (Long Beach),Henry Elementary,True,3720 Canehill Ave.,,Long Beach,, 95.0,False
1618,Long Beach,,Herrera Elementary (Long Beach),Herrera Elementary,True,1620 Temple Ave.,,Long Beach,, 90.0,False
1619,Long Beach,Active,Holmes Elementary (Long Beach),Holmes Elementary (Long Beach Unified),True,5020 Barlin,5020 Barlin Ave.,Lakewood,Lakewood, 100.0,True
1620,Long Beach,Active,Holmes Elementary (Long Beach),Holmes Elementary (San Diego Unified),True,5020 Barlin,4902 Mt. Ararat Dr.,Lakewood,San Diego, 100.0,True
1621,Long Beach,Active,Hoover Middle (Long Beach),Hoover Middle,True,3501 E. Country Club Dr.,3501 Country Club Dr.,Lakewood,Lakewood, 100.0,False
1622,Long Beach,,Hudson Elementary (Long Beach),Hudson Elementary,True,2335 Webster Ave.,,Long Beach,, 95.0,False
1623,Long Beach,Active,Hughes Middle (Long Beach),Hughes Middle,True,3846 California Ave.,3846 California Ave.,Long Beach,Long Beach, 100.0,False
1624,Long Beach,Active,Jefferson Middle (Long Beach),Jefferson Middle (San Gabriel Unified),True,750 Euclid Ave.,1372 East Las Tunas Dr.,Long Beach,San Gabriel, 100.0,True
1625,Long Beach,Active,Jefferson Middle (Long Beach),Jefferson Middle (Torrance Unified),True,750 Euclid Ave.,21717 Talisman St.,Long Beach,Torrance, 100.0,True
1626,Long Beach,Active,Jefferson Middle (Long Beach),Jefferson Middle (Oceanside Unified),True,750 Euclid Ave.,823 Acacia St.,Long Beach,Oceanside, 100.0,True
1627,Long Beach,,Jordan High School (Long Beach),Jordan High School,True,6500 Atlantic Ave.,,Long Beach,, 95.0,False
1628,Long Beach,,Keller Middle (Long Beach),Keller Middle,True,7020 E. Brittain St.,,Long Beach,, 95.0,False
1629,Long Beach,Active,Kettering Elementary (Long Beach),Kettering Elementary,True,550 Silvera Ave.,550 Silvera Ave.,Long Beach,Long Beach, 100.0,False
1630,Long Beach,Active,King Elementary (Long Beach),King Elementary (Fresno Unified),True,145 E. Artesia Blvd.,1001 East Florence Ave.,Long Beach,Fresno, 100.0,True
1631,Long Beach,Active,King Elementary (Long Beach),King Elementary (Long Beach Unified),True,145 E. Artesia Blvd.,145 East Artesia Blvd.,Long Beach,Long Beach, 100.0,True
1632,Long Beach,Active,King Elementary (Long Beach),King Elementary (Stockton Unified),True,145 E. Artesia Blvd.,2640 East Lafayette St.,Long Beach,Stockton, 100.0,True
1633,Long Beach,Active,Lafayette Elementary (Long Beach),Lafayette Elementary (Lafayette Elementary),True,2445 Chestnut Ave.,950 Moraga Rd.,Long Beach,Lafayette, 100.0,True
1634,Long Beach,Closed,Lafayette Elementary (Long Beach),Lafayette Elementary (Fresno Unified),True,2445 Chestnut Ave.,1606 Princeton Ave.,Long Beach,Fresno, 100.0,True
1635,Long Beach,Merged,Lafayette Elementary (Long Beach),Lafayette Elementary (Eureka City Elementary),True,2445 Chestnut Ave.,3100 Park St.,Long Beach,Eureka, 100.0,True
1636,Long Beach,Active,Lafayette Elementary (Long Beach),Lafayette Elementary (Eureka City Schools),True,2445 Chestnut Ave.,3100 Park St.,Long Beach,Eureka, 100.0,True
1637,Long Beach,Active,Lafayette Elementary (Long Beach),Lafayette Elementary (Long Beach Unified),True,2445 Chestnut Ave.,2445 Chestnut Ave.,Long Beach,Long Beach, 100.0,True
1638,Long Beach,Active,Lafayette Elementary (Long Beach),Lafayette Elementary (San Diego Unified),True,2445 Chestnut Ave.,6125 Printwood Way,Long Beach,San Diego, 100.0,True
1639,Long Beach,Active,Lafayette Elementary (Long Beach),Lafayette Elementary (San Francisco Unified),True,2445 Chestnut Ave.,4545 Anza St.,Long Beach,San Francisco, 100.0,True
1640,Long Beach,,Lakewood High School (Long Beach),Lakewood High School,True,4400 Briercrest,,Lakewood,, 90.0,False
1641,Long Beach,Active,Lincoln Elementary (Long Beach),Lincoln Elementary (Newark Unified),True,1175 E. 11th St.,36111 Bettencourt St.,Long Beach,Newark, 100.0,True
