rowid,school,district,street,city,state,zip
2737,Philadelphia Elementary (Pomona Unified),Pomona Unified,600 East Philadelphia St.,Pomona,CA,91766-5799
2738,Pomona Alternative (Pomona Unified),Pomona Unified,"1460 East Holt Ave., Ste. 100",Pomona,CA,91767-5851
2739,Pomona Catholic High School (Pomona Unified),Pomona Unified,533 West Holt Ave.,Pomona,CA,91768-3606
2740,Pomona Catholic Middle School (Pomona Unified),Pomona Unified,533 West Holt Ave.,Pomona,CA,91768-3606
2741,Pomona High (Pomona Unified),Pomona Unified,475 Bangor St.,Pomona,CA,91767-2443
2742,Ranch Hills Elementary (Pomona Unified),Pomona Unified,2 Trabuco Pl.,Pomona,CA,91766-3325
2743,Roosevelt Elementary (Pomona Unified),Pomona Unified,701 North Huntington Blvd.,Pomona,CA,91768-3537
2744,San Antonio Elementary (Pomona Unified),Pomona Unified,855 East Kingsley Ave.,Pomona,CA,91767-4919
2745,San Jose Elementary (Pomona Unified),Pomona Unified,2015 Cadillac Dr.,Pomona,CA,91767-2751
2746,School of Extended Educational Options (Pomona Unified),Pomona Unified,"1460 East Holt Ave., Ste. 100",Pomona,CA,91767-5862
2747,Simons Middle (Pomona Unified),Pomona Unified,900 East Franklin Ave.,Pomona,CA,91766-5362
2748,St. Joseph Elementary School (Pomona Unified),Pomona Unified,1200 W. Holt Ave.,Pomona,CA,91768-3458
2749,Vejar Elementary (Pomona Unified),Pomona Unified,950 West Grand Ave.,Pomona,CA,91766-3325
2750,Village Academy High School at Indian Hill (Pomona Unified),Pomona Unified,1444 East Holt Ave.,Pomona,CA,91767-5865
2751,Walnut Montessori-Preschool Academy (Pomona Unified),Pomona Unified,3457 South Nogales St.,West Covina,CA,91792-2701
2752,Adult and Career Education (Pomona Unified),Pomona Unified,1515 West Mission Blvd.,Pomona,CA,91766-1233
2753,Alcott Elementary (Pomona Unified),Pomona Unified,1600 South Towne Ave.,Pomona,CA,91766-5367
2754,Allison Elementary (Pomona Unified),Pomona Unified,1011 Russell Pl.,Pomona,CA,91767-3409
2755,American Christian Academy (Pomona Unified),Pomona Unified,395 San Bernardino Ave.,Pomona,CA,91767-3141
2756,Armstrong Elementary (Pomona Unified),Pomona Unified,22750 Beaverhead Dr.,Diamond Bar,CA,91765-1566
2757,Washington Elementary (Pomona Unified),Pomona Unified,975 East Ninth St.,Pomona,CA,91766-3770
2758,Westmont Elementary (Pomona Unified),Pomona Unified,1780 West Ninth St.,Pomona,CA,91766-1058
2759,PUC Triumph Charter Academy and PUC Triumph Charter High (PUC District),PUC District,13361 Glenoaks Blvd.,Sylmar,CA,91342-4265
2760,PUC CALS Middle School and Early College High (PUC District),PUC District,7350 North Figueroa St.,Los Angeles,CA,90041-2547
2761,PUC Community Charter Elementary (PUC District),PUC District,14019 Sayre St.,Sylmar,CA,91342-4265
2762,PUC Community Charter Middle and PUC Community Charter Early College High (PUC District),PUC District,11500 Eldridge Ave.,Lake View Terrace,CA,91342-6522
2763,PUC Early College Academy for Leaders and Scholars (ECALS) (PUC District),PUC District,2050 San Fernando Rd.,Los Angeles,CA,90065-1267
2764,PUC Excel Charter Academy (PUC District),PUC District,1855 North Main St.,Los Angeles,CA,90031-3227
2765,PUC Inspire Charter Academy (PUC District),PUC District,12550 Van Nuys Blvd.,Pacoima,CA,91331-1354
2766,PUC Lakeview Charter Academy (PUC District),PUC District,11465 Kagel Canyon St.,Lake View Terrace,CA,91342-6505
2767,PUC Lakeview Charter High (PUC District),PUC District,13361 Glenoaks Blvd.,Sylmar,CA,91342-2110
2768,PUC Milagro Charter (PUC District),PUC District,1855 North Main St.,Los Angeles,CA,90031-3227
2769,PUC Nueva Esperanza Charter Academy (PUC District),PUC District,1218 North Fourth St.,San Fernando,CA,91340-2314
2770,The Knowing Garden (Redondo Beach Unified),Redondo Beach Unified,1101 Camino Real,Redondo Beach,CA,90277-4531
2771,Tulita Elementary (Redondo Beach Unified),Redondo Beach Unified,1520 Prospect Ave.,Redondo Beach,CA,90277-5113
2772,Tuvia School of Temple Menorah (Redondo Beach Unified),Redondo Beach Unified,1101 Camino Real,Redondo Beach,CA,90277-4531
2773,Valor Christian Academy (Redondo Beach Unified),Redondo Beach Unified,525 Earle Ln.,Redondo Beach,CA,90278-5004
2774,Washington Elementary (Redondo Beach) (Redondo Beach Unified),Redondo Beach Unified,1100 Lilienthal Ln.,Redondo Beach,CA,90278-4557
2775,Academy of the Arts (Redondo Beach Unified),Redondo Beach Unified,2108 Vail Ave,Redondo Beach,CA,90278-2518
2776,Adams Middle (Redondo Beach Unified),Redondo Beach Unified,2600 Ripley Ave.,Redondo Beach,CA,90278-4555
2777,Aegean Academy (Redondo Beach Unified),Redondo Beach Unified,2229 Voorhees Ave.,Redondo Beach,CA,90278-2423
2778,Alta Vista Elementary (Redondo Beach Unified),Redondo Beach Unified,815 Knob Hill Ave.,Redondo Beach,CA,90277-4300
2779,Ambassador High School (Redondo Beach Unified),Redondo Beach Unified,"2300 Crenshaw Blvd, Bldg. B",Torrance,CA,90501-3324
2780,Beryl Heights Elementary (Redondo Beach Unified),Redondo Beach Unified,920 Beryl St.,Redondo Beach,CA,90277-2236
2781,Birney Elementary (Redondo Beach Unified),Redondo Beach Unified,1600 Green Ln.,Redondo Beach,CA,90278-3656
2782,Jefferson Elementary (Redondo Beach Unified),Redondo Beach Unified,600 Harkness Ln.,Redondo Beach,CA,90278-4806
2783,Lincoln Elementary (Redondo Beach Unified),Redondo Beach Unified,2223 Plant Ave.,Redondo Beach,CA,90278-2013
2784,Madison Elementary (Redondo Beach Unified),Redondo Beach Unified,2200 MacKay Ln.,Redondo Beach,CA,90278-2509
2785,Parras (Nick G.) Middle (Redondo Beach Unified),Redondo Beach Unified,200 North Lucia,Redondo Beach,CA,90277-3220
2786,Patricia Dreizler Continuation High (Redondo Beach Unified),Redondo Beach Unified,1000 Del Amo St.,Redondo Beach,CA,90277-3034
2787,Redondo Beach Learning Academy (Redondo Beach Unified),Redondo Beach Unified,1000 Del Amo St.,Redondo Beach,CA,90277-3934
2788,Redondo Union High (Redondo Beach Unified),Redondo Beach Unified,One Sea Hawk Way,Redondo Beach,CA,90277-3125
2789,South Bay Adult (Redondo Beach Unified),Redondo Beach Unified,3401 Inglewood Ave.,Redondo Beach,CA,90278
2790,South Bay Faith Academy (Redondo Beach Unified),Redondo Beach Unified,101 South Pacific Coast Hwy.,Redondo Beach,CA,90278-3351
2791,St. Lawrence Martyr Elementary (Redondo Beach Unified),Redondo Beach Unified,1950 South Prospect Ave.,Redondo Beach,CA,90277-6003
2792,Rise Kohyang Elementary (Rise Kohyang District),Rise Kohyang District,600 South La Fayette Park Pl.,Los Angeles,CA,90057-3243
2793,Rise Kohyang High (Rise Kohyang District),Rise Kohyang District,600 South Lafayette Park Pl.,Los Angeles,CA,90057
2794,Rise Kohyang Middle (Rise Kohyang District),Rise Kohyang District,"3020 Wilshire Blvd., 2nd Fl.",Los Angeles,CA,90013-1120
2795,Emma W. Shuey Elementary (Rosemead Elementary),Rosemead Elementary,8472 East Wells St.,Rosemead,CA,91770-1600
2796,Encinita Elementary (Rosemead Elementary),Rosemead Elementary,4515 North Encinita Ave.,Rosemead,CA,91770-1433
2797,Mildred B. Janson Elementary (Rosemead Elementary),Rosemead Elementary,8628 East Marshall,Rosemead,CA,91770-1814
2798,Muscatel Middle (Rosemead Elementary),Rosemead Elementary,4201 North Ivar Ave.,Rosemead,CA,91770-1322
2799,Rosemead Christian School (Rosemead Elementary),Rosemead Elementary,9032 E. Mission Dr.,Rosemead,CA,91770-4410
2800,Savannah Elementary (Rosemead Elementary),Rosemead Elementary,3720 North Rio Hondo Ave.,Rosemead,CA,91770-2043
2801,California University Preparatory School (Rowland Unified),Rowland Unified,18760 Colima Rd.,Rowland Heights,CA,91748-2937
2802,Elite Open School (Rowland Unified),Rowland Unified,"19735 Colima Rd., Ste. #2",Rowland Heights,CA,91748-3227
2803,Farjardo - La Seda Preschool (Rowland Unified),Rowland Unified,18550 East Farjardo St.,Rowland Heights,CA,91748-4633
2804,Giano Intermediate (Rowland Unified),Rowland Unified,3223 South Giano Ave.,West Covina,CA,91792-3229
2805,Hollingworth Elementary (Rowland Unified),Rowland Unified,3003 East Hollingworth St.,West Covina,CA,91792-3229
2806,Hurley Elementary (Rowland Unified),Rowland Unified,535 South Dora Guzman Ave.,La Puente,CA,91744-5608
2807,iQ Academy California-Los Angeles (Rowland Unified),Rowland Unified,50 Moreland Rd.,Simi Valley,CA,93065-1659
2808,Jellick Elementary (Rowland Unified),Rowland Unified,1400 South Jellick Ave.,Rowland Heights,CA,91748-1917
2809,John A. Rowland High (Rowland Unified),Rowland Unified,2000 South Otterbein St.,Rowland Heights,CA,91748-3949
2810,Killian Elementary (Rowland Unified),Rowland Unified,19100 East Killian St.,Rowland Heights,CA,91748-3941
2811,Math for the Talented and Gifted (Rowland Unified),Rowland Unified,18648 Del Bonita St.,Rowland Heights,CA,91748-4609
2812,Nogales High (Rowland Unified),Rowland Unified,401 South Nogales St.,La Puente,CA,91744-6144
2813,Northam Elementary (Rowland Unified),Rowland Unified,17800 East Renault,La Puente,CA,91744-5333
2814,Rorimer Elementary (Rowland Unified),Rowland Unified,18750 East Rorimer St.,La Puente,CA,91744-6063
2815,Rowland Adult and Community Education (Rowland Unified),Rowland Unified,2100 Lerona Ave.,Rowland Heights,CA,91748-2945
2816,Rowland Assistive Technology Academy (Rowland Unified),Rowland Unified,17840 East Villacorta St.,La Puente,CA,91744-5342
2817,Rowland Elementary (Rowland Unified),Rowland Unified,2036 South Fullerton Rd.,Rowland Heights,CA,91748-3599
2818,Rowland Unified Community Day (Rowland Unified),Rowland Unified,1928 Nogales St.,Rowland Heights,CA,91748-3855
2819,Santana High (Continuation) (Rowland Unified),Rowland Unified,341 South La Seda Rd.,La Puente,CA,91744-5980
2820,Shelyn Elementary (Rowland Unified),Rowland Unified,19500 East Nacora St.,Rowland Heights,CA,91748-3133
2821,Southlands Christian Schools (Rowland Unified),Rowland Unified,18550 Farjardo St.,Rowland Heights,CA,91748-4633
2822,St. Martha Elementary School (Rowland Unified),Rowland Unified,440 North Azusa Ave.,Valinda,CA,91744
2823,Stanley G. Oswalt Academy (Rowland Unified),Rowland Unified,19501 Shadow Oak Dr.,Walnut,CA,91789-4700
2824,Telesis Academy of Science & Math (Rowland Unified),Rowland Unified,2800 East Hollingworth St.,West Covina,CA,91792-3029
2825,Villacorta Elementary (Rowland Unified),Rowland Unified,17840 Villacorta St.,La Puente,CA,91744-5342
2826,Ybarra Academy for the Arts and Technology (Rowland Unified),Rowland Unified,1300 South Brea Canyon Cutoff Rd.,Walnut,CA,91789-3401
2827,Yorbita Elementary (Rowland Unified),Rowland Unified,502 South Vidalia St.,La Puente,CA,91744-5946
2828,Alvarado Intermediate (Rowland Unified),Rowland Unified,1901 South Desire Ave.,Rowland Heights,CA,91748-3846
2829,Blandford Elementary (Rowland Unified),Rowland Unified,2601 Blandford Dr.,Rowland Heights,CA,91748-4816
2830,San Antonio ROP (San Antonio ROP),San Antonio ROP,"1425 East Holt Ave., Ste. 101",Pomona,CA,91767-5821
2831,"Beach Cities Learning, San Gabriel (San Gabriel Unified)",San Gabriel Unified,515 East Fairview Ave.,San Gabriel,CA,91776-3040
2832,Christ Centered Pasadena Christian School (San Gabriel Unified),San Gabriel Unified,5540 N Willard Ave,San Gabriel,CA,91776-1629
2833,Coolidge Elementary (San Gabriel Unified),San Gabriel Unified,421 North Mission Dr.,San Gabriel,CA,91775-2731
2834,Del Mar High (San Gabriel Unified),San Gabriel Unified,312 South Del Mar Ave.,San Gabriel,CA,91776-1356
2835,Gabrielino High (San Gabriel Unified),San Gabriel Unified,1327 South San Gabriel Blvd.,San Gabriel,CA,91776-3308
2836,Jefferson Middle (San Gabriel Unified),San Gabriel Unified,1372 East Las Tunas Dr.,San Gabriel,CA,91776-1791
2837,McKinley Elementary (San Gabriel Unified),San Gabriel Unified,1425 Manley Dr.,San Gabriel,CA,91776-3211
2838,Roosevelt Elementary (San Gabriel Unified),San Gabriel Unified,401 South Walnut Grove Ave.,San Gabriel,CA,91776-2029
2839,San Gabriel Academy (San Gabriel Unified),San Gabriel Unified,8827 East BRd.way St.,San Gabriel,CA,91776
2840,San Gabriel Christian (San Gabriel Unified),San Gabriel Unified,117 North Pine St.,San Gabriel,CA,91775-2345
2841,San Gabriel Mission Elementary (San Gabriel Unified),San Gabriel Unified,416 South Mission Dr.,San Gabriel,CA,91776-1252
2842,San Gabriel Mission High School (San Gabriel Unified),San Gabriel Unified,254 South Santa Anita St.,San Gabriel,CA,91776-1140
2843,Washington Elementary (San Gabriel Unified),San Gabriel Unified,300 North San Marino Ave.,San Gabriel,CA,91775-2998
2844,Wilson Elementary (San Gabriel Unified),San Gabriel Unified,8317 East Sheffield Rd.,San Gabriel,CA,91775-1799
2845,Carver Elementary (San Marino Unified),San Marino Unified,3100 Huntington Dr.,San Marino,CA,91108-2702
2846,Clairbourn School (San Marino Unified),San Marino Unified,8400 Huntington Dr.,San Gabriel,CA,91775-1154
2847,Huntington Middle (San Marino Unified),San Marino Unified,1700 Huntington Dr.,San Marino,CA,91108-2541
2848,Saints Felicitas and Perpetua School (San Marino Unified),San Marino Unified,2955 Huntington Dr.,San Marino,CA,91108-2222
2849,San Marino High (San Marino Unified),San Marino Unified,2701 Huntington Dr.,San Marino,CA,91108-2295
2850,Southwestern Academy (San Marino Unified),San Marino Unified,2800 Monterey Rd.,San Marino,CA,91108-1780
2851,Valentine Elementary (San Marino Unified),San Marino Unified,1650 Huntington Dr.,San Marino,CA,91108-2503
2852,Santa Monica College (Santa Monica College District),Santa Monica College District,,,,
2853,Santa Monica-Malibu Adult (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2510 Lincoln Blvd.,Santa Monica,CA,90405
2854,Santa Monica-Malibu Preschool (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1651 16th St.,Santa Monica,CA,90404-3801
2855,SmartStart Developmental Learning Center (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2505 Lincoln Blvd,Santa Monica,CA,90405-3817
2856,St. Anne Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2015 Colorado Ave.,Santa Monica,CA,90404-3415
2857,St. Monica Catholic Elementary School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1039 7th St.,Santa Monica,CA,90403-4003
2858,Sycamore School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,3504 Las Flores Canyon Rd.,Malibu,CA,90265-3434
2859,The Gray Academy (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,"532 Colorado Ave, Santa Monica, Ca 90401",Santa Monica,CA,90401
2860,WakeHeart Learning (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2505 Lincoln Blvd,Santa Monica,CA,90405-3817
2861,Webster Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,3602 Winter Canyon,Malibu,CA,90265-4835
2862,Will Rogers Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2401 14th St.,Santa Monica,CA,90405-2615
2863,Big and Tiny (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1731 Ocean Park Blvd.,Santa Monica,CA,90405-4901
2864,Carlthorp (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,438 San Vicente Blvd.,Santa Monica,CA,90402-1703
2865,Crossroads School for Arts & Sciences (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1714 21St St,Santa Monica,CA,90404-3917
2866,Edison Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2402 Virginia Ave.,Santa Monica,CA,90404-5204
2867,Franklin Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2400 Montana Ave.,Santa Monica,CA,90403-2124
2868,Garden of Angels School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1009 18th St.,Santa Monica,CA,90403-4406
2869,Grant Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2368 Pearl St.,Santa Monica,CA,90405-2853
2870,John Adams Middle (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2425 16th St.,Santa Monica,CA,90405-2621
2871,John Muir Elementary Santa Monica (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2526 Sixth St.,Santa Monica,CA,90405-3811
2872,"Life Grove, LLC. (Santa Monica-Malibu Unified)",Santa Monica-Malibu Unified,6805 Wildlife Rd.,Malibu,CA,90265-4306
2873,Lighthouse Christian Academy (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1424 Yale St.,Santa Monica,CA,90404-3108
2874,Lighthouse Church School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1220 20th St.,Santa Monica,CA,90404-1350
2875,Lincoln Middle (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1501 California Ave.,Santa Monica,CA,90403-4305
2876,Malibu Elementary (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,6955 Fernhill Dr.,Malibu,CA,90265-4238
2877,Malibu High (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,30215 Morning View Dr.,Malibu,CA,90265-3616
2878,Malibu Middle (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,30237 Morning View Dr.,Malibu,CA,90265-3616
2879,McKinley Elementary Santa Monica (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2401 Santa Monica Blvd.,Santa Monica,CA,90404-2044
2880,McKinna Learning Center (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,"28990 Pacific Coast Hwy., Ste. 116",Malibu,CA,90265-3944
2881,New Roads School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,3131 Olympic Blvd.,Santa Monica,CA,90404-5002
2882,Olympic High (Continuation) (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,721 Ocean Park Blvd.,Santa Monica,CA,90405-3811
2883,Our Lady of Malibu (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,3625 South Winter Canyon Rd.,Malibu,CA,90265-3853
2884,Pacifica Christian High School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1730 Wilshire Blvd.,Santa Monica,CA,90403-5510
2885,PS1 Pluralistic School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1225 BRd.way,Santa Monica,CA,90404
2886,Roosevelt Elementary Santa Monica (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,801 Montana Ave.,Santa Monica,CA,90403-1502
2887,Saint Monica Catholic High School (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,1030 Lincoln Blvd.,Santa Monica,CA,90403-4010
2888,Santa Monica Alternative (K-8) (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,2525 Fifth St.,Santa Monica,CA,90405-3703
2889,Santa Monica High (Santa Monica-Malibu Unified),Santa Monica-Malibu Unified,601 Pico Blvd.,Santa Monica,CA,90405-1224
2890,Skyblue Mesa Elementary (Saugus Union),Saugus Union,28040 Hardesty Ave.,Canyon Country,CA,91351-1116
2891,Tesoro del Valle Elementary (Saugus Union),Saugus Union,29171 North Bernardo Way,Valencia,CA,91354-1599
2892,West Creek Academy (Saugus Union),Saugus Union,28767 North West Hills Dr.,Valencia,CA,91354-3092
2893,North Park Elementary (Saugus Union),Saugus Union,23335 West Sunset Hills Dr.,Valencia,CA,91355-4917
2894,Plum Canyon Elementary (Saugus Union),Saugus Union,28360 North Alfred Way,Saugus,CA,91350-3839
2895,Rio Vista Elementary (Saugus Union),Saugus Union,20417 Cedarcreek St.,Canyon Country,CA,91351-6670
2896,Rosedell Elementary (Saugus Union),Saugus Union,27853 Urbandale Ave.,Saugus,CA,91350-1914
2897,Santa Clarita Elementary (Saugus Union),Saugus Union,27177 Seco Canyon Rd.,Saugus,CA,91350-1550
2898,Alpha-Kidz International (Saugus Union),Saugus Union,"20655 Soledad Canyon Rd., Ste.s 12",Santa Clarita,CA,91351-2434
2899,Bridgeport Elementary (Saugus Union),Saugus Union,23670 Newhall Ranch Rd.,Santa Clarita,CA,91355-1640
2900,CAlkids Learning Academy (Saugus Union),Saugus Union,26370 Diamond Pl. Unit 503,Santa Clarita,CA,91350-2986
2901,Cedarcreek Elementary (Saugus Union),Saugus Union,27792 Camp Plenty Rd.,Canyon Country,CA,91351-2099
2902,Charles Helmers Elementary (Saugus Union),Saugus Union,27300 North Grandview Dr.,Valencia,CA,91354-1800
2903,Emblem Academy (Saugus Union),Saugus Union,22635 Espuella Dr.,Saugus,CA,91350-2370
2904,Highlands Elementary (Saugus Union),Saugus Union,27332 Catala Ave.,Saugus,CA,91350-2146
2905,James Foster Elementary (Saugus Union),Saugus Union,22500 Pamplico Dr.,Saugus,CA,91350-3667
2906,Legacy Christian Academy (Saugus Union),Saugus Union,27680 Dickason Dr.,Valencia,CA,91355-4047
2907,Mountainview Elementary (Saugus Union),Saugus Union,22201 West Cypress Pl.,Saugus,CA,91350-4212
2908,Academia Avance Charter (SBE - Academia Avance Charter),SBE - Academia Avance Charter,115 North Avenue 53,Highland Park,CA,90042-4005
2909,Los Angeles College Prep Academy (SBE - Los Angeles College Prep Academy),SBE - Los Angeles College Prep Academy,625 Coleman Ave.,Los Angeles,CA,90042-4903
2910,Arroyo Vista Elementary (South Pasadena Unified),South Pasadena Unified,335 El Centro St.,South Pasadena,CA,91030-3006
2911,Holy Family Catholic School (South Pasadena Unified),South Pasadena Unified,1301 Rollin St.,South Pasadena,CA,91030-3736
2912,"Institute for the Redesign of Learning, Almansor Academy (South Pasadena Unified)",South Pasadena Unified,1955 Fremont Ave.,South Pasadena,CA,91030-4507
2913,Marengo Elementary (South Pasadena Unified),South Pasadena Unified,1400 Marengo Ave.,South Pasadena,CA,91030-3951
2914,Monterey Hills Elementary (South Pasadena Unified),South Pasadena Unified,1624 Via del Rey,South Pasadena,CA,91030-4126
2915,South Pasadena Middle (South Pasadena Unified),South Pasadena Unified,1500 Fair Oaks,South Pasadena,CA,91030-4126
2916,South Pasadena Senior High (South Pasadena Unified),South Pasadena Unified,1401 Fremont Ave.,South Pasadena,CA,91030-3809
2917,Loma Vista Elementary (South Whittier Elementary),South Whittier Elementary,13463 East Meyer Rd.,Whittier,CA,90605-3943
2918,Los Altos Elementary (South Whittier Elementary),South Whittier Elementary,12001 Bona Vista Ln.,Whittier,CA,90604-2702
2919,Monte Vista (South Whittier Elementary),South Whittier Elementary,12000 Loma Dr.,Whittier,CA,90604-2643
2920,Richard L. Graves Middle (South Whittier Elementary),South Whittier Elementary,13243 East Los Nietos Rd.,Whittier,CA,90605-3295
2921,Carmela Elementary (South Whittier Elementary),South Whittier Elementary,13300 Lakeland Rd.,Whittier,CA,90605-3241
2922,Howard J. McKibben Elementary (South Whittier Elementary),South Whittier Elementary,10550 Mills Ave.,Whittier,CA,90604-2439
2923,Lake Marie Elementary (South Whittier Elementary),South Whittier Elementary,10001 Carmenita Rd.,Whittier,CA,90605-3206
2924,Southern California ROC (Southern California ROC),Southern California ROC,2300 Crenshaw Blvd.,Torrance,CA,90501-3324
2925,STEM Preparatory Elementary (STEM Prep Schools District),STEM Prep Schools District,1374 West 35th St.,Los Angeles,CA,90007-3410
2926,Crown Preparatory Academy (STEM Prep Schools District),STEM Prep Schools District,2055 West 24th St.,Los Angeles,CA,90018-1925
2927,Math and Science College Prep (STEM Prep Schools District),STEM Prep Schools District,3202 W Adams Blvd.,Los Angeles,CA,90018
2928,Canyon Springs Community Elementary (Sulphur Springs Union),Sulphur Springs Union,19059 Vicci St.,Canyon Country,CA,91351-3380
2929,Cornerstone Christian (Sulphur Springs Union),Sulphur Springs Union,17649 Scherzinger Ln.,Santa Clarita,CA,91387-1649
2930,Fair Oaks Ranch Community (Sulphur Springs Union),Sulphur Springs Union,26933 North Silverbell Ln.,Santa Clarita,CA,91387-3802
2931,Golden Oak Community (Sulphur Springs Union),Sulphur Springs Union,25201 Via Princessa,Santa Clarita,CA,91321-1429
2932,Leona H. Cox Community Elementary (Sulphur Springs Union),Sulphur Springs Union,18643 Oakmoor,Canyon Country,CA,91351-2936
2933,Mint Canyon Community Elementary (Sulphur Springs Union),Sulphur Springs Union,16400 Sierra Hwy.,Canyon Country,CA,91351-1414
2934,Mitchell Community Elementary (Sulphur Springs Union),Sulphur Springs Union,16821 West Goodvale St.,Canyon Country,CA,91387-1714
2935,Pinetree Community Elementary (Sulphur Springs Union),Sulphur Springs Union,29156 Lotusgarden Dr.,Canyon Country,CA,91387-1840
2936,Santa Clarita Christian (Sulphur Springs Union),Sulphur Springs Union,27249 Luther Dr.,Santa Clarita,CA,91351-3711
2937,Sulphur Springs Community Elementary (Sulphur Springs Union),Sulphur Springs Union,16628 West Lost Canyon Rd.,Canyon Country,CA,91387-3241
2938,Sulphur Springs Special Education Consortia (Sulphur Springs Union),Sulphur Springs Union,27000 Weyerhaeuser Way,Santa Clarita,CA,91351-4947
2939,Valley View Community Elementary (Sulphur Springs Union),Sulphur Springs Union,19414 Sierra Estates Dr.,Newhall,CA,91321-2196
2940,Synergy Charter Academy (Synergy Academy District),Synergy Academy District,900 East 33rd St.,Los Angeles,CA,90011-2527
2941,Synergy Kinetic Academy (Synergy Academy District),Synergy Academy District,1420 East Adams Blvd.,Los Angeles,CA,90011-1820
2942,Synergy Quantum Academy (Synergy Academy District),Synergy Academy District,300 East 53rd St.,Los Angeles,CA,90011-4522
2943,TEACH Academy of Technologies (TEACH District),TEACH District,10045 South Western Ave.,Los Angeles,CA,90047
2944,TEACH Preparatory Mildred S. Cunningham & Edith H. Morris Elementary (TEACH District),TEACH District,8505 South Western Ave.,Los Angeles,CA,90047-3053
2945,TEACH Tech Charter High (TEACH District),TEACH District,10616 South Western Ave.,Los Angeles,CA,90047-4254
2946,Ark Christian Academy (Temple City Unified),Temple City Unified,6539 Rosemead Blvd.,San Gabriel,CA,91775-1936
2947,Cloverly Elementary (Temple City Unified),Temple City Unified,5476 Cloverly Ave.,Temple City,CA,91780-3107
2948,Dr. Doug Sears Learning Center (Temple City Unified),Temple City Unified,9229 Pentland St.,Temple City,CA,91780-3736
2949,Emperor Elementary (Temple City Unified),Temple City Unified,6415 Muscatel Ave.,San Gabriel,CA,91775-1845
2950,La Rosa Elementary (Temple City Unified),Temple City Unified,9301 La Rosa Dr.,Temple City,CA,91780-3734
2951,Longden Elementary (Temple City Unified),Temple City Unified,9501 Wendon St.,Temple City,CA,91780-1618
2952,Oak Avenue Intermediate (Temple City Unified),Temple City Unified,6623 Oak Ave.,Temple City,CA,91780-1310
2953,Oasis Trilingual Community School (Temple City Unified),Temple City Unified,5957 Golden West Ave.,Temple City,CA,91780-2227
2954,St. Luke Catholic School (Temple City Unified),Temple City Unified,5521 North Cloverly Ave.,Temple City,CA,91780-2542
2955,Temple City Adult Education (Temple City Unified),Temple City Unified,9229 Pentland Ave.,Temple City,CA,91780-1305
2956,Temple City Alternative (Temple City Unified),Temple City Unified,9229 Pentland St.,Temple City,CA,91780-3736
2957,Temple City High (Temple City Unified),Temple City Unified,9501 Lemon Ave.,Temple City,CA,91780-1305
2958,Anza Elementary (Torrance Unified),Torrance Unified,21400 Ellinwood Dr.,Torrance,CA,90503-5410
2959,Arlington Elementary (Torrance Unified),Torrance Unified,17800 Van Ness Ave.,Torrance,CA,90504-4330
2960,Bert M. Lynn Middle (Torrance Unified),Torrance Unified,5038 Halison St.,Torrance,CA,90503-1920
2961,Bishop Montgomery High (Torrance Unified),Torrance Unified,5430 Torrance Blvd.,Torrance,CA,90503-4006
2962,Branch of Hope School (Torrance Unified),Torrance Unified,"2370 West Carson St., Ste. 100",Torrance,CA,90501-7104
2963,Calle Mayor Middle (Torrance Unified),Torrance Unified,4800 Calle Mayor,Torrance,CA,90505-4401
