Record Type,County,District,School,Status,Latitude,Longitude,Street Address,Street City,Street State,Street Zip
School,San Diego,Chula Vista Elementary,Rahib Academy,Active,32.605714,-116.993182,1209 Wyckoff St,Chula Vista,CA,91913-3676
School,San Diego,Chula Vista Elementary,Rice (Lilian J.) Elementary,Active,32.619137,-117.075697,915 Fourth Ave.,Chula Vista,CA,91911-2098
School,San Diego,Chula Vista Elementary,"Rogers (Greg) Center (TMR,OH,MH,DCH)",Closed,,,510 E. Naples St.,Chula Vista,CA,91911
School,San Diego,Chula Vista Elementary,Rogers (Greg) Elementary,Active,32.611251,-117.077817,510 East Naples St.,Chula Vista,CA,91911-2519
School,San Diego,Chula Vista Elementary,Rohr (Fred H.) Elementary,Active,32.602452,-117.040551,1540 Malta Ave.,Chula Vista,CA,91911-5999
School,San Diego,Chula Vista Elementary,Rosebank Elementary,Active,32.649741,-117.073364,80 Flower St.,Chula Vista,CA,91911-1997
School,San Diego,Chula Vista Elementary,Saint John's Episcopal School,Closed,Information Redacted,Information Redacted,Information Redacted,Chula Vista,CA,91910-6012
School,San Diego,Chula Vista Elementary,Salt Creek Elementary,Active,32.649018,-116.949252,1055 Hunte Pkwy.,Chula Vista,CA,91914-3622
School,San Diego,Chula Vista Elementary,San Diego Neighborhood Private Homeschool,Closed,Information Redacted,Information Redacted,Information Redacted,Chula Vista,CA,91910-3954
School,San Diego,Chula Vista Elementary,Silver Wing Elementary,Active,32.578749,-117.052587,3730 Arey Dr.,San Diego,CA,92154-2422
School,San Diego,Chula Vista Elementary,South Bay Christian Academy,Active,32.647475,-117.086328,395 D St,Chula Vista,CA,91910-1740
School,San Diego,Chula Vista Elementary,Southwestern Christian School,Closed,Information Redacted,Information Redacted,Information Redacted,Chula Vista,CA,91911
School,San Diego,Chula Vista Elementary,Southwestern Satellite,Closed,,,1468 East H St.,Chula Vista,CA,91910-6844
School,San Diego,Chula Vista Elementary,Special Education Preschool,Active,32.631632,-117.058161,"84 East J St., Rm. 301",Chula Vista,CA,91910-6115
School,San Diego,Chula Vista Elementary,St. Pius X,Active,32.615925,-117.055212,37 East Emerson St.,Chula Vista,CA,91911-3507
School,San Diego,Chula Vista Elementary,St. Rose of Lima,Active,32.63525,-117.077382,"278 Alvarado St., Unit 2",Chula Vista,CA,91910-4662
School,San Diego,Chula Vista Elementary,STRONG TOWER CHRISTIAN,Closed,,,Information Redacted,CHULA VISTA,CA,91911
School,San Diego,Chula Vista Elementary,Sunnyside Elementary,Active,32.674619,-117.015456,5430 San Miguel Rd.,Bonita,CA,91902-2209
School,San Diego,Chula Vista Elementary,Tiffany (Burton C.) Elementary,Active,32.64483,-116.991021,1691 Elmhurst St.,Chula Vista,CA,91913-2612
School,San Diego,Chula Vista Elementary,Valle Lindo Elementary,Active,32.604937,-117.032752,1515 Oleander Ave.,Chula Vista,CA,91911-5699
School,San Diego,Chula Vista Elementary,Valley Vista Elementary,Active,32.659676,-117.049076,3724 Valley Vista Way,Bonita,CA,91902-1139
School,San Diego,Chula Vista Elementary,Veterans Elementary,Active,32.623835,-116.976348,1550 Magdalena Ave.,Chula Vista,CA,91913-3948
School,San Diego,Chula Vista Elementary,Victory Christian Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Chula Vista,CA,91910-2445
School,San Diego,Chula Vista Elementary,Vista Square Elementary,Active,32.635041,-117.088323,540 G St.,Chula Vista,CA,91910-3604
School,San Diego,Chula Vista Elementary,Wolf Canyon Elementary,Active,32.611931,-116.973243,1950 Wolf Canyon Loop,Chula Vista,CA,91913-3948
School,San Diego,Coronado Unified,Christ Church Day School,Active,32.686445,-117.178632,926 C Ave.,Coronado,CA,92118
School,San Diego,Coronado Unified,Coronado Adult High School,Closed,,,,,,
School,San Diego,Coronado Unified,Coronado Continuation High,Closed,,,650 D Ave.,Coronado,CA,92118
School,San Diego,Coronado Unified,Coronado High,Active,32.691403,-117.178176,650 D Ave.,Coronado,CA,92118-2113
School,San Diego,Coronado Unified,Coronado Middle,Active,32.69378,-117.179564,550 F Ave.,Coronado,CA,92118-2110
School,San Diego,Coronado Unified,Coronado Pathways Charter,Closed,32.692605,-117.177253,555 D Ave.,Coronado,CA,92118-1714
School,San Diego,Coronado Unified,Coronado Unified Special Education Pre-K,Active,32.696405,-117.187352,201 6th St.,Coronado,CA,92118-1638
School,San Diego,Coronado Unified,Coronado Village Elementary,Closed,,,600 Sixth St.,Coronado,CA,92118
School,San Diego,Coronado Unified,Coronado Village Elementary,Active,32.693914,-117.182134,600 Sixth St.,Coronado,CA,92118-1600
School,San Diego,Coronado Unified,Crown Elementary,Closed,,,201 Sixth St.,Coronado,CA,92118
School,San Diego,Coronado Unified,Glorietta Elementary,Closed,,,235 Prospect Pl.,Coronado,CA,92118
School,San Diego,Coronado Unified,My Montessori School Coronado,Active,32.688306,-117.17792,801 Orange Ave.,Coronado,CA,92118-2663
School,San Diego,Coronado Unified,Palm Academy for Learning,Closed,32.69218,-117.178434,650 D Ave.,Coronado,CA,92118-1714
School,San Diego,Coronado Unified,Sacred Heart Parish School,Active,32.689472,-117.176678,706 C Ave.,Coronado,CA,92118-2231
School,San Diego,Coronado Unified,Silver Strand Elementary,Active,32.643984,-117.145423,1350 Leyte Rd.,Coronado,CA,92118-3124
School,San Diego,Dehesa Elementary,Cabrillo Point Academy,Active,32.939913,-117.030101,13915 Danielson St. Ste 200,Poway,CA,92064-8884
School,San Diego,Dehesa Elementary,California Academy of Sports Science,Closed,34.069036,-117.548993,"4684 Ontario Mills Pkwy., Ste. 100",Ontario,CA,91764-5104
School,San Diego,Dehesa Elementary,Community Montessori Charter,Closed,33.12945,-117.112257,"1441 Montiel Rd., Ste. 143",Escondido,CA,92026-2242
School,San Diego,Dehesa Elementary,Dehesa Charter,Closed,33.129838,-117.111938,"1441 Montiel Rd., Ste. 143",Escondido,CA,92026-2242
School,San Diego,Dehesa Elementary,Dehesa Elementary,Active,32.781239,-116.851203,4612 Dehesa Rd.,El Cajon,CA,92019-2922
School,San Diego,Dehesa Elementary,Diego Hills Central Public Charter,Active,32.756779,-117.080305,4348 54th St.,San Diego,CA,92115-5300
School,San Diego,Dehesa Elementary,Diego Hills Charter,Closed,32.781557,-116.850387,4612 Dehesa Rd.,El Cajon,CA,92019-2922
School,San Diego,Dehesa Elementary,Ecademy California,Closed,,,"646 Valley Ave., Ste. B",Solana Beach,CA,92075
School,San Diego,Dehesa Elementary,MethodSchools,Active,32.781118,-116.84889,4612 Dehesa Rd.,El Cajon,CA,92019-2922
School,San Diego,Dehesa Elementary,Pacific Coast Academy,Active,32.939893,-117.030032,13915 Danielson St. #103,Poway,CA,92064-8884
School,San Diego,Dehesa Elementary,The Heights Charter,Active,32.835104,-116.755299,"2710 Alpine Blvd., Ste. E",Alpine,CA,91901-2389
School,San Diego,Dehesa Elementary,University Prep,Closed,34.069036,-117.548993,4684 Ontario Mills Pkwy.,Ontario,CA,91764-5104
School,San Diego,Dehesa Elementary,Valiant Academy of Southern California,Closed,32.781118,-116.84889,4612 Dehesa Rd.,El Cajon,CA,92019-2922
School,San Diego,Del Mar Union Elementary,Ashley Falls Elementary,Active,32.957549,-117.207816,13030 Ashley Falls Dr.,San Diego,CA,92130-3717
School,San Diego,Del Mar Union Elementary,Carmel Del Mar Elementary,Active,32.94087,-117.229559,12345 Carmel Park Dr.,San Diego,CA,92130-2222
School,San Diego,Del Mar Union Elementary,Del Mar Heights Elementary,Active,32.945637,-117.249732,13555 Boquita Dr.,Del Mar,CA,92014-3453
School,San Diego,Del Mar Union Elementary,Del Mar Hills Elementary,Active,32.954058,-117.24724,14085 Mango Dr.,Del Mar,CA,92014-0640
School,San Diego,Del Mar Union Elementary,Del Mar Montessori,Closed,Information Redacted,Information Redacted,Information Redacted,Del Mar,CA,92014-3021
School,San Diego,Del Mar Union Elementary,Del Mar Shores Elementary,Closed,,,9th and Stratford Ct.,Del Mar,CA,92014
School,San Diego,Del Mar Union Elementary,Institute of California,Closed,Information Redacted,Information Redacted,Information Redacted,San Diego,CA,92130-4890
School,San Diego,Del Mar Union Elementary,Notre Dame Academy,Active,32.943073,-117.220176,4345 Del Mar Trails Rd.,San Diego,CA,92130-2296
School,San Diego,Del Mar Union Elementary,Ocean Air,Active,32.9281,-117.2147,11444 Canter Heights Dr.,San Diego,CA,92130-6974
School,San Diego,Del Mar Union Elementary,Pacific Sky,Pending,32.963705,-117.173704,6631 Solterra Vista Pkwy.,San Diego,CA,92130
School,San Diego,Del Mar Union Elementary,Sage Canyon,Active,32.925277,-117.204115,5290 Harvest Run Dr.,San Diego,CA,92130-4875
School,San Diego,Del Mar Union Elementary,San Diego Jewish Academy,Active,32.934454,-117.226033,11860 Carmel Creek Rd.,San Diego,CA,92130-2474
School,San Diego,Del Mar Union Elementary,Sea Change Preparatory,Closed,Information Redacted,Information Redacted,Information Redacted,Del Mar,CA,92014-2551
School,San Diego,Del Mar Union Elementary,Sycamore Ridge,Active,32.954011,-117.199983,5333 Old Carmel Valley Rd.,San Diego,CA,92130-2650
School,San Diego,Del Mar Union Elementary,Torrey Hills,Active,32.913451,-117.223206,10830 Calle Mar de Mariposa,San Diego,CA,92130-8657
School,San Diego,Encinitas Union Elementary,BETHLEHEM COMMUNITY KDGN.,Closed,,,Information Redacted,ENCINITAS,CA,92024
School,San Diego,Encinitas Union Elementary,Capri Elementary,Active,33.076064,-117.288467,941 Capri Rd.,Encinitas,CA,92024-1214
School,San Diego,Encinitas Union Elementary,Central Montessori School,Closed,Information Redacted,Information Redacted,Information Redacted,Encinitas,CA,92024-2864
School,San Diego,Encinitas Union Elementary,Diana Montessori,Closed,Information Redacted,Information Redacted,Information Redacted,Encinitas,CA,92024
School,San Diego,Encinitas Union Elementary,Edison Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Encinitas,CA,92024-2831
School,San Diego,Encinitas Union Elementary,El Camino Creek Elementary,Active,33.077016,-117.258927,7885 Paseo Aliso,Carlsbad,CA,92009-9028
School,San Diego,Encinitas Union Elementary,Encinitas Country Day School,Active,33.020834,-117.253373,3616 Manchester Ave.,Encinitas,CA,92024-4918
School,San Diego,Encinitas Union Elementary,Encinitas Foundations Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Encinitas,CA,92024-3744
School,San Diego,Encinitas Union Elementary,Encinitas Learning Center,Closed,Information Redacted,Information Redacted,Information Redacted,Encinitas,CA,92024-3744
School,San Diego,Encinitas Union Elementary,Flora Vista Elementary,Active,33.055334,-117.252883,1690 Wandering Rd.,Encinitas,CA,92024-2417
School,San Diego,Encinitas Union Elementary,La Costa Heights Elementary,Active,33.080785,-117.244848,3035 Levante St.,Carlsbad,CA,92009-8331
School,San Diego,Encinitas Union Elementary,La Costa Valley Preschool and Kindergarten,Active,33.076489,-117.254118,2276 Calle Barcelona,Carlsbad,CA,92009-2917
School,San Diego,Encinitas Union Elementary,LIGHTHOUSE CHRISTIAN,Closed,,,Information Redacted,ENCINITAS,CA,92024
School,San Diego,Encinitas Union Elementary,Lingua Natal,Active,33.060367,-117.266863,1104 Garden View Rd,Encinitas,CA,92024-1364
School,San Diego,Encinitas Union Elementary,Mission Estancia Elementary,Active,33.072276,-117.235336,3330 Calle Barcelona,Carlsbad,CA,92009-9319
School,San Diego,Encinitas Union Elementary,New World Leadership Children's Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Encinitas,CA,92024-4927
School,San Diego,Encinitas Union Elementary,"NORTH COAST MONTESSORI CENTER,",Closed,,,Information Redacted,ENCINITAS,CA,92024
School,San Diego,Encinitas Union Elementary,OASIS COMMUNITY,Closed,,,Information Redacted,ENCINITAS,CA,92024
School,San Diego,Encinitas Union Elementary,Oasis' Organic School,Closed,,,Information Redacted,Encinitas,CA,92024
School,San Diego,Encinitas Union Elementary,Ocean Knoll Elementary,Active,33.039889,-117.272502,910 Melba Rd.,Encinitas,CA,92024-3901
School,San Diego,Encinitas Union Elementary,Olivenhain Pioneer Elementary,Active,33.064891,-117.23227,8000 Calle Acervo,Carlsbad,CA,92009-8900
School,San Diego,Encinitas Union Elementary,Pacific View Elementary,Closed,,,608 Third St.,Encinitas,CA,92024-3512
School,San Diego,Encinitas Union Elementary,Park Dale Lane Elementary,Active,33.046392,-117.243116,2050 Park Dale Ln.,Encinitas,CA,92024-4324
School,San Diego,Encinitas Union Elementary,Paul Ecke-Central Elementary,Active,33.058062,-117.297036,185 Union St.,Encinitas,CA,92024-2119
School,San Diego,Encinitas Union Elementary,Peterson Montessori School,Closed,,,Information Redacted,Encinitas,CA,92024
School,San Diego,Encinitas Union Elementary,Rancho Encinitas Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Encinitas,CA,92024-2831
School,San Diego,Encinitas Union Elementary,Saint John School,Active,33.045445,-117.268781,1003 Encinitas Blvd.,Encinitas,CA,92024-2828
School,San Diego,Encinitas Union Elementary,St. John the Evangelist,Closed,,,Information Redacted,Encinitas,CA,92024
School,San Diego,Encinitas Union Elementary,The Rhoades School,Active,33.036545,-117.237391,141 South Rancho Santa Fe Rd.,Encinitas,CA,92024-4349
School,San Diego,Encinitas Union Elementary,TIP Academy,Closed,,,552 South El Camino Real,Encinitas,CA,92024
School,San Diego,Escondido Union,10X Academy,Active,33.127939,-117.089176,725 N. Escondido Blvd,Escondido,CA,92025-1703
School,San Diego,Escondido Union,Across Summercreek,Active,33.094109,-117.116019,2342 Summercreek Wy,Escondido,CA,92029-5317
School,San Diego,Escondido Union,Adventureland Christian Preschool,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92026-2210
School,San Diego,Escondido Union,Adventureland Christian Preschool,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92026-2210
School,San Diego,Escondido Union,Arrow Academy,Active,33.069323,-117.010788,15322 Bandy Canyon Rd.,Escondido,CA,92025-2409
School,San Diego,Escondido Union,Ascension Lutheran School,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92027-1223
School,San Diego,Escondido Union,Balboa School,Active,33.095445,-117.081891,855 Brotherton Rd.,Escondido,CA,92025-2320
School,San Diego,Escondido Union,Bear Valley Middle,Active,33.083711,-117.056346,3003 Bear Valley Pkwy.,Escondido,CA,92025-7618
School,San Diego,Escondido Union,Berkshire Technical Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92025-6483
School,San Diego,Escondido Union,Bernardo Elementary,Active,33.084707,-117.091379,1122 Mountain Heights Dr.,Escondido,CA,92029-5634
School,San Diego,Escondido Union,Bigelbach School of Excellence,Closed,,,Information Redacted,Escondido,CA,92027-2027
School,San Diego,Escondido Union,Calvary Escondido Christian,Closed,,,Information Redacted,Escondido,CA,92026
School,San Diego,Escondido Union,Calvary Preparatory Academy,Active,33.105793,-117.222103,1740 La Costa Meadows Rd. Ste 105,San Marcos,CA,92078-5199
School,San Diego,Escondido Union,Calvin Christian School of Escondido,Active,33.154262,-117.091178,2000 N BRd.way,Escondido,CA,92026
School,San Diego,Escondido Union,Central Elementary,Active,33.118835,-117.079915,122 West Fourth Ave.,Escondido,CA,92025-4134
School,San Diego,Escondido Union,Children's Montessori School,Closed,,,Information Redacted,Escondido,CA,92025-7446
School,San Diego,Escondido Union,CHILDREN'S WORLD LEARNING CENT,Closed,,,Information Redacted,ESCONDIDO,CA,92025
School,San Diego,Escondido Union,Christian Life Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92027-4124
School,San Diego,Escondido Union,Classical Academy,Active,33.0844,-117.0555,2950 South Bear Valley Pkwy.,Escondido,CA,92025-7446
School,San Diego,Escondido Union,Conway Elementary,Active,33.146289,-117.073987,1325 Conway Dr.,Escondido,CA,92027-1629
School,San Diego,Escondido Union,Del Dios Academy of Arts and Sciences,Active,33.11037,-117.10117,1400 West Ninth Ave.,Escondido,CA,92025-2204
School,San Diego,Escondido Union,"DISCOVERY CENTER PRESCHOOL, TH",Closed,,,Information Redacted,ESCONDIDO,CA,92026
School,San Diego,Escondido Union,Epiphany Prep Charter,Closed,33.127935,-117.089551,725 North Escondido Blvd.,Escondido,CA,92025-1703
School,San Diego,Escondido Union,Escondido Christian School,Active,33.115178,-117.059991,923 Idaho Ave.,Escondido,CA,92025-6308
School,San Diego,Escondido Union,Farr Avenue Elementary,Active,33.138769,-117.0776,933 Farr Ave.,Escondido,CA,92026-3121
School,San Diego,Escondido Union,Felicita Elementary,Active,33.106493,-117.082457,737 West 13th Ave.,Escondido,CA,92025-5510
School,San Diego,Escondido Union,Getsemani Bible Heritage School of Escondido,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92025-4811
School,San Diego,Escondido Union,Glen View Elementary,Active,33.146627,-117.053747,2201 East Mission Ave.,Escondido,CA,92027-1629
School,San Diego,Escondido Union,Grace Christian School,Active,33.106831,-117.081684,643 West 13th Ave.,Escondido,CA,92025-5620
School,San Diego,Escondido Union,Heritage Digital Academy Charter Middle,Closed,33.139754,-117.047088,2255 East Valley Pkwy.,Escondido,CA,92027-2713
School,San Diego,Escondido Union,Heritage K-8 Charter,Active,33.136223,-117.054484,1855 East Valley Pkwy.,Escondido,CA,92027-2517
School,San Diego,Escondido Union,Hidden Valley Christian Academy,Closed,,,Information Redacted,Escondido,CA,92026
School,San Diego,Escondido Union,Hidden Valley Homeschool,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92027-3970
School,San Diego,Escondido Union,Hidden Valley Middle,Active,33.133732,-117.033298,2700 Reed Rd.,Escondido,CA,92027-1629
School,San Diego,Escondido Union,home,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92026
School,San Diego,Escondido Union,Juniper Elementary,Active,33.105286,-117.067318,1809 South Juniper St.,Escondido,CA,92025-6240
School,San Diego,Escondido Union,Kings Academy,Active,33.144226,-117.064054,1717 East Lincoln Ave.,Escondido,CA,92027-1505
School,San Diego,Escondido Union,Kirksey Christian Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92027-3521
School,San Diego,Escondido Union,L. R. Green Elementary,Active,33.086003,-117.059737,3115 Las Palmas Ave.,Escondido,CA,92025-7300
School,San Diego,Escondido Union,"Learning House, The",Closed,,,Information Redacted,Escondido,CA,92026
School,San Diego,Escondido Union,Light & Life Christian School,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92027-3058
School,San Diego,Escondido Union,Lil' Country Christian School,Closed,,,Information Redacted,Escondido,CA,92025-2025
School,San Diego,Escondido Union,Limitless Learning Academy,Active,33.110561,-117.101105,1400 West Ninth Ave.,Escondido,CA,92029-2204
School,San Diego,Escondido Union,Lincoln Elementary,Active,33.134291,-117.087145,1029 North Broadway,Escondido,CA,92026-3043
School,San Diego,Escondido Union,Lincoln Intermediate,Closed,,,1029 North Broadway,Escondido,CA,92026
School,San Diego,Escondido Union,Miller Elementary,Active,33.09646,-117.078969,1975 Miller Ave.,Escondido,CA,92025-5932
School,San Diego,Escondido Union,Mission Middle,Active,33.13394,-117.07324,939 East Mission Ave.,Escondido,CA,92026-2216
School,San Diego,Escondido Union,Moriel Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92029-1859
School,San Diego,Escondido Union,Nicolaysen Center (Special Education),Closed,,,420 North Falconer Rd.,Escondido,CA,92027-1629
School,San Diego,Escondido Union,Nicolaysen Community Day,Closed,33.139098,-117.033061,420 North Falconer Rd.,Escondido,CA,92027-5331
School,San Diego,Escondido Union,North Broadway Elementary,Active,33.161048,-117.09293,2301 North Broadway,Escondido,CA,92026-1412
School,San Diego,Escondido Union,North County Baptist Academy,Closed,,,Information Redacted,Escondido,CA,92025
School,San Diego,Escondido Union,NORTH COUNTY CHRISTIAN,Closed,,,Information Redacted,ESCONDIDO,CA,92027
School,San Diego,Escondido Union,Oak Hill Elementary,Active,33.12953,-117.051258,1820 Oak Hill Dr.,Escondido,CA,92027-1629
School,San Diego,Escondido Union,Opportunity School,Closed,,,420 North Falcon Rd.,Escondido,CA,92027
School,San Diego,Escondido Union,Orange Glen Elementary,Active,33.145429,-117.036058,2861 Valley Pkwy.,Escondido,CA,92027-2930
School,San Diego,Escondido Union,Pioneer Elementary,Active,33.138286,-117.072232,980 North Ash St.,Escondido,CA,92027-1629
School,San Diego,Escondido Union,Progressing In Wisdom,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92029-4426
School,San Diego,Escondido Union,Quantum Academy,Active,33.143614,-117.035012,420 North Falconer Rd.,Escondido,CA,92027-5331
School,San Diego,Escondido Union,Reidy Creek Elementary,Active,33.17259,-117.089287,2869 North Broadway,Escondido,CA,92026-8802
School,San Diego,Escondido Union,Rincon Middle,Active,33.157721,-117.082557,925 Lehner Ave.,Escondido,CA,92026-1512
School,San Diego,Escondido Union,Rock Springs Elementary,Active,33.13701,-117.105903,1155 Deodar Rd.,Escondido,CA,92026-2200
School,San Diego,Escondido Union,Rocky View,Closed,,,Information Redacted,Escondido,CA,92026
School,San Diego,Escondido Union,Rose Elementary,Active,33.143321,-117.065904,906 North Rose Ave.,Escondido,CA,92027-1629
School,San Diego,Escondido Union,Saint Mary - Saint Joseph Catholic School,Active,33.099003,-117.063364,322 Amparo Dr.,Escondido,CA,92025-6656
School,San Diego,Escondido Union,Solid Rock Christian Academy,Closed,,,Information Redacted,Escondido,CA,92026
School,San Diego,Escondido Union,St. Mary School,Active,33.111634,-117.07298,130 East 13th Ave.,Escondido,CA,92025-5803
School,San Diego,Escondido Union,Visitation Academy,Active,Information Redacted,Information Redacted,Information Redacted,Information Redacted,Information Redacted,Information Redacted
School,San Diego,Escondido Union,Ware's Education Specialist and Consultants Inc.,Closed,,,Information Redacted,Escondido,CA,92026
School,San Diego,Escondido Union High,Audeo Charter School III,Active,33.070485,-117.064927,200 East Via Rancho Pkwy.,Escondido,CA,92025-8006
School,San Diego,Escondido Union High,Buckheart Jr./Sr. High School,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92025-3600
School,San Diego,Escondido Union High,Center City High,Closed,,,240 South Maple St.,Escondido,CA,92025
School,San Diego,Escondido Union High,Children's Paradise Inc. - El Norte,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92026-3339
School,San Diego,Escondido Union High,Classical Academy High,Active,33.124186,-117.080574,207 East Pennsylvania Ave.,Escondido,CA,92025-2808
School,San Diego,Escondido Union High,Del Lago Academy - Campus of Applied Science,Active,33.096589,-117.103497,1740 Scenic Trail Way,Escondido,CA,92029-4211
School,San Diego,Escondido Union High,Escondido Adult,Active,33.131196,-117.088462,220 West Crest,Escondido,CA,92025
School,San Diego,Escondido Union High,Escondido Adventist Academy,Active,33.140243,-117.105813,1301 Deodar Rd.,Escondido,CA,92026-2210
School,San Diego,Escondido Union High,Escondido Charter High,Active,33.136449,-117.054265,1868 East Valley Pkwy.,Escondido,CA,92027-2525
School,San Diego,Escondido Union High,Escondido Community Day,Closed,,,2065 East Valley Pkwy.,Escondido,CA,92027-2709
School,San Diego,Escondido Union High,Escondido High,Active,33.144413,-117.090282,1535 North Broadway,Escondido,CA,92026-2015
School,San Diego,Escondido Union High,McLellan Academy,Closed,Information Redacted,Information Redacted,Information Redacted,escondido,CA,92025-2202
School,San Diego,Escondido Union High,Orange Glen High,Active,33.129474,-117.038009,2200 Glen Ridge Rd.,Escondido,CA,92027-4115
School,San Diego,Escondido Union High,Palomar Valley Christian Academy,Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92026
School,San Diego,Escondido Union High,San Pasqual High,Active,33.077688,-117.057243,3300 Bear Valley Pkwy.,Escondido,CA,92025-7636
School,San Diego,Escondido Union High,SOARING EAGLES,Closed,,,Information Redacted,VALLEY CENTER,CA,92082
School,San Diego,Escondido Union High,"Summerhill School, Inc.",Closed,Information Redacted,Information Redacted,Information Redacted,Escondido,CA,92025
School,San Diego,Escondido Union High,Valley Center High,Merged,,,,,,
School,San Diego,Escondido Union High,Valley High (Continuation),Active,33.142244,-117.023268,410 North Hidden Trails Rd.,Escondido,CA,92027-5333
School,San Diego,Fallbrook Union Elementary,Alpha and Omega Academy,Active,33.383479,-117.250485,135 East Ivy St.,Fallbrook,CA,92028
School,San Diego,Fallbrook Union Elementary,Alpha and Omega Academy,Active,33.389928,-117.240926,"924 Santa Margarita Dr,",Fallbrook,CA,92028-1660
School,San Diego,Fallbrook Union Elementary,AYAA,Active,Information Redacted,Information Redacted,Information Redacted,Information Redacted,Information Redacted,Information Redacted
School,San Diego,Fallbrook Union Elementary,Buds and Blossoms,Closed,Information Redacted,Information Redacted,Information Redacted,Fallbrook,CA,92028-4596
School,San Diego,Fallbrook Union Elementary,Canyon Ridge Christian Prep,Active,33.405174,-117.164666,1200 Old Hwy. 395,Fallbrook,CA,92028
School,San Diego,Fallbrook Union Elementary,Education Center (Special Educ,Closed,,,321 N. Iowa St.,Fallbrook,CA,92028
School,San Diego,Fallbrook Union Elementary,Fallbrook Christian Academy,Closed,,,Information Redacted,Fallbrook,CA,92028
School,San Diego,Fallbrook Union Elementary,Fallbrook Homeschool Academy,Active,33.378171,-117.235466,300 Heald Ln.,Fallbrook,CA,92028-2108
School,San Diego,Fallbrook Union Elementary,Fallbrook Montessori,Closed,,,Information Redacted,Fallbrook,CA,92028
School,San Diego,Fallbrook Union Elementary,Fallbrook STEM Academy,Active,33.376687,-117.255316,405 West Fallbrook St.,Fallbrook,CA,92028-2108
School,San Diego,Fallbrook Union Elementary,Family Education Academy,Active,33.329147,-117.229153,3501 Secluded Ln.,Fallbrook,CA,92028-9574
School,San Diego,Fallbrook Union Elementary,Grace Academy,Active,33.108202,-117.24605,2731 Abedul St.,Carlsbad,CA,92009-5310
School,San Diego,Fallbrook Union Elementary,Grace Baptist Academy,Closed,,,Information Redacted,Fallbrook,CA,92028
School,San Diego,Fallbrook Union Elementary,Heritage School,Closed,Information Redacted,Information Redacted,Information Redacted,Fallbrook,CA,92028-4232
School,San Diego,Fallbrook Union Elementary,HIS LIGHT AND GLORY CHRISTIAN,Closed,,,Information Redacted,FALLBROOK,CA,92028
School,San Diego,Fallbrook Union Elementary,James E. Potter Intermediate,Active,33.369188,-117.221644,1743 Reche Rd.,Fallbrook,CA,92028-2108
School,San Diego,Fallbrook Union Elementary,La Paloma Elementary,Active,33.378156,-117.235397,300 Heald Ln.,Fallbrook,CA,92028-2108
School,San Diego,Fallbrook Union Elementary,Live Oak Elementary,Active,33.369178,-117.217403,1978 Reche Rd.,Fallbrook,CA,92028-2108
School,San Diego,Fallbrook Union Elementary,Maie Ellis Elementary,Closed,33.380282,-117.255241,400 West Elder St.,Fallbrook,CA,92028-2108
School,San Diego,Fallbrook Union Elementary,Maie Ellis Elementary,Active,33.380281,-117.253976,400 West Elder St.,Fallbrook,CA,92028-2108
School,San Diego,Fallbrook Union Elementary,Mary Fay Pendleton Elementary,Active,33.323361,-117.310578,110 Marine Dr.,Oceanside,CA,92058-8234
School,San Diego,Fallbrook Union Elementary,Mike Choate Early Childhood Education Center,Active,33.377188,-117.254074,407 South Mission Rd.,Fallbrook,CA,92028-2898
School,San Diego,Fallbrook Union Elementary,New Covenant Christian Academy,Closed,,,Information Redacted,Fallbrook,CA,92028
School,San Diego,Fallbrook Union Elementary,Sage Meadow Elementary,Closed,,,Information Redacted,Fallbrook,CA,92028
School,San Diego,Fallbrook Union Elementary,San Onofre Elementary,Active,33.390408,-117.578759,200 Pate Rd.,San Clemente,CA,92672-2517
School,San Diego,Fallbrook Union Elementary,Santa Margarita Academy,Active,33.380281,-117.253976,400 West Elder St.,Fallbrook,CA,92028-2108
School,San Diego,Fallbrook Union Elementary,Shiloh Christian School,Closed,,,Information Redacted,Fallbrook,CA,92028
School,San Diego,Fallbrook Union Elementary,Spirit Mountain School,Closed,Information Redacted,Information Redacted,Information Redacted,Fallbrook,CA,92028-4596
