Record Type,County,District,School,Status,Latitude,Longitude,Street Address,Street City,Street State,Street Zip
School,Los Angeles,Redondo Beach City Elementary,McCandless Elementary,Closed,,,110 S. Pacific Coast Hwy.,Redondo Beach,CA,90277
School,Los Angeles,Redondo Beach City Elementary,Parras (Nick G.) Middle,Merged,33.8405,-118.3772,200 N. Lucia,Redondo Beach,CA,90277
School,Los Angeles,Redondo Beach City Elementary,Patterson Elementary,Closed,,,320 Knobb Hill Ave.,Redondo Beach,CA,90277
School,Los Angeles,Redondo Beach City Elementary,Tulita Elementary,Merged,33.82066,-118.376831,1520 Prospect Ave.,Redondo Beach,CA,90277
School,Los Angeles,Redondo Beach City Elementary,Washington Elementary,Merged,33.863856,-118.365531,1100 Lilienthal Ln.,Redondo Beach,CA,90278
School,Los Angeles,Redondo Beach Unified,Tuvia School of Temple Menorah,Active,33.827514,-118.373496,1101 Camino Real,Redondo Beach,CA,90277-4531
School,Los Angeles,Redondo Beach Unified,Academy of the Arts,Active,33.874432,-118.369707,2108 Vail Ave,Redondo Beach,CA,90278-2518
School,Los Angeles,Redondo Beach Unified,Adams Middle,Active,33.867094,-118.363322,2600 Ripley Ave.,Redondo Beach,CA,90278-4555
School,Los Angeles,Redondo Beach Unified,Aegean Academy,Active,33.87677,-118.370182,2229 Voorhees Ave.,Redondo Beach,CA,90278-2423
School,Los Angeles,Redondo Beach Unified,Alta Vista Elementary,Active,33.828546,-118.378077,815 Knob Hill Ave.,Redondo Beach,CA,90277-4300
School,Los Angeles,Redondo Beach Unified,Ambassador High School,Active,33.82426,-118.327246,"2300 Crenshaw Blvd, Bldg. B",Torrance,CA,90501-3324
School,Los Angeles,Redondo Beach Unified,Beryl Heights Elementary,Active,33.852188,-118.384585,920 Beryl St.,Redondo Beach,CA,90277-2236
School,Los Angeles,Redondo Beach Unified,Birney Elementary,Active,33.868948,-118.376472,1600 Green Ln.,Redondo Beach,CA,90278-3656
School,Los Angeles,Redondo Beach Unified,"Brightwork ABA Therapy, Inc.",Closed,Information Redacted,Information Redacted,Information Redacted,Redondo Beach,CA,90278-1539
School,Los Angeles,Redondo Beach Unified,Carden Dominion School,Closed,Information Redacted,Information Redacted,Information Redacted,Redondo Beach,CA,90277-4345
School,Los Angeles,Redondo Beach Unified,Home,Active,34.052234,-118.243685,1902 Firming Ave,Los Angeles,CA,90278
School,Los Angeles,Redondo Beach Unified,Jefferson Elementary,Active,33.860053,-118.381102,600 Harkness Ln.,Redondo Beach,CA,90278-4806
School,Los Angeles,Redondo Beach Unified,KING'S HARBOR ACADEMY,Closed,,,Information Redacted,Redondo Beach,CA,90277
School,Los Angeles,Redondo Beach Unified,Lincoln Elementary,Active,33.880962,-118.371313,2223 Plant Ave.,Redondo Beach,CA,90278-2013
School,Los Angeles,Redondo Beach Unified,Madison Elementary,Active,33.87521,-118.367454,2200 MacKay Ln.,Redondo Beach,CA,90278-2509
School,Los Angeles,Redondo Beach Unified,Parras (Nick G.) Middle,Active,33.844419,-118.378586,200 North Lucia,Redondo Beach,CA,90277-3220
School,Los Angeles,Redondo Beach Unified,Patricia Dreizler Continuation High,Active,33.84872,-118.382477,1000 Del Amo St.,Redondo Beach,CA,90277-3034
School,Los Angeles,Redondo Beach Unified,Redondo Beach Learning Academy,Active,33.84872,-118.382477,1000 Del Amo St.,Redondo Beach,CA,90277-3934
School,Los Angeles,Redondo Beach Unified,Redondo Beach Virtual Learning,Pending,33.867514,-118.361626,1401 Inglewood Ave.,Redondo Beach,CA,90278-3912
School,Los Angeles,Redondo Beach Unified,Redondo Union High,Active,33.844753,-118.386499,One Sea Hawk Way,Redondo Beach,CA,90277-3125
School,Los Angeles,Redondo Beach Unified,South Bay Adult,Active,33.886545,-118.362037,3401 Inglewood Ave.,Redondo Beach,CA,90278
School,Los Angeles,Redondo Beach Unified,South Bay Children's Health Center - Day Treatment School,Closed,,,Information Redacted,Redondo Beach,CA,90277
School,Los Angeles,Redondo Beach Unified,South Bay Faith Academy,Active,33.841762,-118.386124,101 South Pacific Coast Hwy.,Redondo Beach,CA,90278-3351
School,Los Angeles,Redondo Beach Unified,St. Lawrence Martyr Elementary,Active,33.816656,-118.37682,1950 South Prospect Ave.,Redondo Beach,CA,90277-6003
School,Los Angeles,Redondo Beach Unified,The Knowing Garden,Active,33.827514,-118.373496,1101 Camino Real,Redondo Beach,CA,90277-4531
School,Los Angeles,Redondo Beach Unified,Tulita Elementary,Active,33.821368,-118.376873,1520 Prospect Ave.,Redondo Beach,CA,90277-5113
School,Los Angeles,Redondo Beach Unified,Valor Christian Academy,Active,33.859167,-118.371834,525 Earle Ln.,Redondo Beach,CA,90278-5004
School,Los Angeles,Redondo Beach Unified,Washington Elementary,Active,33.863828,-118.365528,1100 Lilienthal Ln.,Redondo Beach,CA,90278-4557
School,Los Angeles,Rosemead Elementary,Emma W. Shuey Elementary,Active,34.08447,-118.084356,8472 East Wells St.,Rosemead,CA,91770-1600
School,Los Angeles,Rosemead Elementary,Encinita Elementary,Active,34.087146,-118.067733,4515 North Encinita Ave.,Rosemead,CA,91770-1433
School,Los Angeles,Rosemead Elementary,Mildred B. Janson Elementary,Active,34.0745,-118.08044,8628 East Marshall,Rosemead,CA,91770-1814
School,Los Angeles,Rosemead Elementary,Muscatel Middle,Active,34.082605,-118.075558,4201 North Ivar Ave.,Rosemead,CA,91770-1322
School,Los Angeles,Rosemead Elementary,Rosemead Christian School,Closed,Information Redacted,Information Redacted,Information Redacted,Rosemead,CA,91770-4410
School,Los Angeles,Rosemead Elementary,Savannah Elementary,Active,34.076012,-118.064321,3720 North Rio Hondo Ave.,Rosemead,CA,91770-2043
School,Los Angeles,Rosemead Elementary,Sunshine Educational Center,Closed,Information Redacted,Information Redacted,Information Redacted,Rosemead,CA,91770-2513
School,Los Angeles,Rowland Unified,Alvarado Intermediate,Active,33.983899,-117.895181,1901 South Desire Ave.,Rowland Heights,CA,91748-3846
