id,district_x,district_y,original_name_x,original_name_y,status,school_name,school_name_with_some_districts_attached,participating,address_x,address_y,city_x,city_y,score,duped
509,LAUSD,LAUSD,El Sereno Middle School Gifted Magnet,El Sereno Middle,Active,El Sereno Middle School Gifted Magnet (LAUSD),El Sereno Middle School Gifted Magnet,True,2839 N Eastern Ave,2839 North Eastern Ave.,Los Angeles,Los Angeles, 88.21428571428571,False
510,LAUSD,,El Sereno Middle School Science/Tech/Math Magnet,,,El Sereno Middle School Science/Tech/Math Magnet (LAUSD),El Sereno Middle School Science/Tech/Math Magnet,True,2839 N Eastern Ave,,Los Angeles,,,False
511,LAUSD,LAUSD,Elementary Community Day School,CDS Elementary,Active,Elementary Community Day School (LAUSD),Elementary Community Day School,True,10001 Jumilla Ave,10001 Jumilla Ave.,Chatsworth,Chatsworth, 89.72222222222221,False
512,LAUSD,,Elizabeth LC DL Two-Way Im Arabic,,,Elizabeth LC DL Two-Way Im Arabic (LAUSD),Elizabeth LC DL Two-Way Im Arabic,True,4811 Elizabeth St,,Cudahy,,,False
513,LAUSD,LAUSD,Elizabeth Learning Center,Elizabeth Learning Center,Active,Elizabeth Learning Center (LAUSD),Elizabeth Learning Center,True,4811 Elizabeth St,4811 Elizabeth St.,Cudahy,Cudahy, 100.0,False
514,LAUSD,,Ellen Ochoa LC DL Two-Way Im Spanish,,,Ellen Ochoa LC DL Two-Way Im Spanish (LAUSD),Ellen Ochoa LC DL Two-Way Im Spanish,True,5027 Live Oak St,,Cudahy,,,False
515,LAUSD,LAUSD,Ellen Ochoa Learning Center,Ellen Ochoa Learning Center,Active,Ellen Ochoa Learning Center (LAUSD),Ellen Ochoa Learning Center,True,5027 Live Oak St,5027 Live Oak St.,Cudahy,Cudahy, 100.0,False
516,LAUSD,LAUSD,Elysian Heights Elementary Arts Magnet,Elysian Heights ES Arts Magnet,Active,Elysian Heights Elementary Arts Magnet (LAUSD),Elysian Heights Elementary Arts Magnet,True,1562 Baxter St,1562 Baxter St.,Los Angeles,Los Angeles, 92.12121212121211,False
517,LAUSD,LAUSD,Emelita Street Elementary,Emelita Street Elementary,Active,Emelita Street Elementary (LAUSD),Emelita Street Elementary,True,17931 Hatteras St,17931 Hatteras St.,Encino,Encino, 100.0,False
518,LAUSD,LAUSD,Emerson Community Charter,Emerson Community Charter,Active,Emerson Community Charter (LAUSD),Emerson Community Charter,True,1650 Selby Ave,1650 Selby Ave.,Los Angeles,Los Angeles, 100.0,False
519,LAUSD,LAUSD,Enadia Way Technology Charter,Enadia Way Technology Charter,Active,Enadia Way Technology Charter (LAUSD),Enadia Way Technology Charter,True,22944 Enadia Way,22944 Enadia Way,West Hills,West Hills, 100.0,False
520,LAUSD,LAUSD,Encino Charter Elementary,Encino Charter Elementary,Active,Encino Charter Elementary (LAUSD),Encino Charter Elementary,True,16941 Addison St,16941 Addison St.,Encino,Encino, 100.0,False
521,LAUSD,LAUSD,Ernest Lawrence Middle School,Ernest Lawrence Middle,Active,Ernest Lawrence Middle School (LAUSD),Ernest Lawrence Middle School,True,10100 Variel Ave,10100 Variel Ave.,Chatsworth,Chatsworth, 95.0,False
522,LAUSD,LAUSD,Ernest Lawrence Middle School Gifted Magnet,Ernest Lawrence Middle,Active,Ernest Lawrence Middle School Gifted Magnet (LAUSD),Ernest Lawrence Middle School Gifted Magnet,True,10100 Variel Ave,10100 Variel Ave.,Chatsworth,Chatsworth, 95.0,False
523,LAUSD,,Ernest Lawrence Middle School Pioneering Science Magnet,,,Ernest Lawrence Middle School Pioneering Science Magnet (LAUSD),Ernest Lawrence Middle School Pioneering Science Magnet,True,10100 Variel Ave,,Chatsworth,,,False
524,LAUSD,LAUSD,Ernest P Willenberg Special Education Center,Ernest P. Willenberg Special Education Center,Active,Ernest P Willenberg Special Education Center (LAUSD),Ernest P Willenberg Special Education Center,True,308 Weymouth Ave,308 Weymouth Ave.,San Pedro,San Pedro, 100.0,False
525,LAUSD,LAUSD,Erwin Elementary,Erwin Elementary,Active,Erwin Elementary (LAUSD),Erwin Elementary,True,13400 Erwin St,13400 Erwin St.,Van Nuys,Van Nuys, 100.0,False
526,LAUSD,LAUSD,Eshelman Avenue Elementary,Eshelman Avenue Elementary,Active,Eshelman Avenue Elementary (LAUSD),Eshelman Avenue Elementary,True,25902 Eshelman Ave,25902 Eshelman Ave.,Lomita,Lomita, 100.0,False
527,LAUSD,LAUSD,Esperanza Elementary,Esperanza Elementary,Active,Esperanza Elementary (LAUSD),Esperanza Elementary,True,680 Little St,680 Little St.,Los Angeles,Los Angeles, 100.0,False
528,LAUSD,LAUSD,Esteban Torres HS - East Los Angeles Performing Arts Magnet,Esteban Torres East LA Performing Arts Magnet,Active,Esteban Torres HS - East Los Angeles Performing Arts Magnet (LAUSD),Esteban Torres HS - East Los Angeles Performing Arts Magnet,True,4211 Dozier St,4211 Dozier St.,Los Angeles,Los Angeles, 92.79069767441861,False
529,LAUSD,LAUSD,Esteban Torres HS - East Los Angeles Renaissance Academy,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,Active,Esteban Torres HS - East Los Angeles Renaissance Academy (LAUSD),Esteban Torres HS - East Los Angeles Renaissance Academy,True,4211 Dozier St,4211 Dozier St.,Los Angeles,Los Angeles, 93.0612244897959,False
530,LAUSD,,Esteban Torres HS - Engineer & Technology Academy,,,Esteban Torres HS - Engineer & Technology Academy (LAUSD),Esteban Torres HS - Engineer & Technology Academy,True,4211 Dozier St,,Los Angeles,,,False
531,LAUSD,LAUSD,Esteban Torres HS - Humanitas Academy of Art & Technology,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,Active,Esteban Torres HS - Humanitas Academy of Art & Technology (LAUSD),Esteban Torres HS - Humanitas Academy of Art & Technology,True,4211 Dozier St,4211 Dozier St.,Los Angeles,Los Angeles, 93.03448275862068,False
532,LAUSD,LAUSD,Esteban Torres HS - Social Justice Leadership Acad Magnet,Social Justice Leadership Academy Magnet at Esteban E. Torres High No 5,Active,Esteban Torres HS - Social Justice Leadership Acad Magnet (LAUSD),Esteban Torres HS - Social Justice Leadership Acad Magnet,True,4211 Dozier St,4211 Dozier St.,Los Angeles,Los Angeles, 89.72222222222221,False
533,LAUSD,LAUSD,Estrella Elementary,Estrella Elementary,Active,Estrella Elementary (LAUSD),Estrella Elementary,True,120 E 57th St,120 East 57th St.,Los Angeles,Los Angeles, 96.2962962962963,False
534,LAUSD,LAUSD,Euclid Avenue Elementary,Euclid Avenue Elementary,Active,Euclid Avenue Elementary (LAUSD),Euclid Avenue Elementary,True,806 Euclid Ave,806 Euclid Ave.,Los Angeles,Los Angeles, 100.0,False
535,LAUSD,LAUSD,Euclid Avenue Elementary DL Two-Way Im Spanish,Euclid Avenue Elementary,Active,Euclid Avenue Elementary DL Two-Way Im Spanish (LAUSD),Euclid Avenue Elementary DL Two-Way Im Spanish,True,806 Euclid Ave,806 Euclid Ave.,Los Angeles,Los Angeles, 95.0,False
536,LAUSD,LAUSD,Euclid Avenue Elementary Gifted/STEAM Magnet,Euclid Avenue Elementary,Active,Euclid Avenue Elementary Gifted/STEAM Magnet (LAUSD),Euclid Avenue Elementary Gifted/STEAM Magnet,True,806 Euclid Ave,806 Euclid Ave.,Los Angeles,Los Angeles, 95.0,False
537,LAUSD,LAUSD,Evergreen Avenue Elementary,Evergreen Avenue Elementary,Active,Evergreen Avenue Elementary (LAUSD),Evergreen Avenue Elementary,True,2730 Ganahl St,2730 Ganahl St.,Los Angeles,Los Angeles, 100.0,False
538,LAUSD,LAUSD,Evergreen Continuation High,Evergreen Continuation,Active,Evergreen Continuation High (LAUSD),Evergreen Continuation High,True,13101 Dronfield Ave,13101 Dronfield Ave.,Sylmar,Sylmar, 95.04950495049505,False
539,LAUSD,LAUSD,Fair Avenue Elementary,Fair Avenue Elementary,Active,Fair Avenue Elementary (LAUSD),Fair Avenue Elementary,True,6501 Fair Ave,6501 Fair Ave.,North Hollywood,North Hollywood, 100.0,False
540,LAUSD,LAUSD,Fairburn Avenue Elementary,Fairburn Avenue Elementary,Active,Fairburn Avenue Elementary (LAUSD),Fairburn Avenue Elementary,True,1403 Fairburn Ave,1403 Fairburn Ave.,Los Angeles,Los Angeles, 100.0,False
541,LAUSD,LAUSD,Fairfax Senior High,Fairfax Senior High,Active,Fairfax Senior High (LAUSD),Fairfax Senior High,True,7850 Melrose Ave,7850 Melrose Ave.,Los Angeles,Los Angeles, 100.0,False
542,LAUSD,LAUSD,Fairfax Senior High Police Academy Magnet,Fairfax High School Magnet,Merged,Fairfax Senior High Police Academy Magnet (LAUSD),Fairfax Senior High Police Academy Magnet,True,7850 Melrose Ave,7850 Melrose Ave.,Los Angeles,Los Angeles, 87.6923076923077,False
543,LAUSD,LAUSD,Fairfax Senior High Visual Arts Magnet,Fairfax Senior High,Active,Fairfax Senior High Visual Arts Magnet (LAUSD),Fairfax Senior High Visual Arts Magnet,True,7850 Melrose Ave,7850 Melrose Ave.,Los Angeles,Los Angeles, 95.0,False
544,LAUSD,LAUSD,Farmdale Elementary,Farmdale Elementary,Active,Farmdale Elementary (LAUSD),Farmdale Elementary,True,2660 Ruth Swiggett Dr,2660 Ruth Swiggett Dr.,Los Angeles,Los Angeles, 100.0,False
545,LAUSD,LAUSD,Farmdale Elementary DL Two-Way Im Spanish,Farmdale Elementary,Active,Farmdale Elementary DL Two-Way Im Spanish (LAUSD),Farmdale Elementary DL Two-Way Im Spanish,True,2660 Ruth Swiggett Dr,2660 Ruth Swiggett Dr.,Los Angeles,Los Angeles, 95.0,False
546,LAUSD,LAUSD,Felicitas And Gonzalo Mendez Senior High,Felicitas and Gonzalo Mendez High,Active,Felicitas And Gonzalo Mendez Senior High (LAUSD),Felicitas And Gonzalo Mendez Senior High,True,1200 Plaza Del Sol,1200 Plaza Del Sol,Los Angeles,Los Angeles, 95.0,False
547,LAUSD,,Fernangeles DL One & Two-Way Im Spanish,,,Fernangeles DL One & Two-Way Im Spanish (LAUSD),Fernangeles DL One & Two-Way Im Spanish,True,12001 Art St,,Sun Valley,,,False
548,LAUSD,LAUSD,Fernangeles Elementary,Fernangeles Elementary,Active,Fernangeles Elementary (LAUSD),Fernangeles Elementary,True,12001 Art St,12001 Art St.,Sun Valley,Sun Valley, 100.0,False
549,LAUSD,LAUSD,Figueroa Street Elementary,Figueroa Street Elementary,Active,Figueroa Street Elementary (LAUSD),Figueroa Street Elementary,True,510 W 111th St,510 West 111th St.,Los Angeles,Los Angeles, 96.90721649484536,False
550,LAUSD,LAUSD,Fishburn Avenue Elementary,Fishburn Avenue Elementary,Active,Fishburn Avenue Elementary (LAUSD),Fishburn Avenue Elementary,True,5701 Fishburn Ave,5701 Fishburn Ave.,Maywood,Maywood, 100.0,False
551,LAUSD,LAUSD,Fishburn Avenue Elementary DL Two-Way Im Spanish,Fishburn Avenue Elementary,Active,Fishburn Avenue Elementary DL Two-Way Im Spanish (LAUSD),Fishburn Avenue Elementary DL Two-Way Im Spanish,True,5701 Fishburn Ave,5701 Fishburn Ave.,Maywood,Maywood, 95.0,False
552,LAUSD,LAUSD,Fletcher Drive Elementary,Fletcher Drive Elementary,Active,Fletcher Drive Elementary (LAUSD),Fletcher Drive Elementary,True,3350 Fletcher Dr,3350 Fletcher Dr.,Los Angeles,Los Angeles, 100.0,False
553,LAUSD,LAUSD,Fletcher Drive Elementary STEAM Magnet,Fletcher Drive Elementary,Active,Fletcher Drive Elementary STEAM Magnet (LAUSD),Fletcher Drive Elementary STEAM Magnet,True,3350 Fletcher Dr,3350 Fletcher Dr.,Los Angeles,Los Angeles, 95.0,False
554,LAUSD,LAUSD,Florence Avenue Elementary,Florence Avenue Elementary,Active,Florence Avenue Elementary (LAUSD),Florence Avenue Elementary,True,7211 Bell Ave,7211 Bell Ave.,Los Angeles,Los Angeles, 100.0,False
555,LAUSD,LAUSD,Florence Avenue Elementary DL Two-Way Im Spanish,Florence Avenue Elementary,Active,Florence Avenue Elementary DL Two-Way Im Spanish (LAUSD),Florence Avenue Elementary DL Two-Way Im Spanish,True,7211 Bell Ave,7211 Bell Ave.,Los Angeles,Los Angeles, 95.0,False
556,LAUSD,,Florence Griffith Joyner Elem Visual/Perf Arts Magnet,,,Florence Griffith Joyner Elem Visual/Perf Arts Magnet (LAUSD),Florence Griffith Joyner Elem Visual/Perf Arts Magnet,True,1963 E 103rd St,,Los Angeles,,,False
557,LAUSD,LAUSD,Florence Griffith Joyner Elementary,Florence Griffith Joyner Elementary,Active,Florence Griffith Joyner Elementary (LAUSD),Florence Griffith Joyner Elementary,True,1963 E 103rd St,1963 East 103rd St.,Los Angeles,Los Angeles, 97.43589743589743,False
558,LAUSD,LAUSD,Florence Nightingale Middle Med/Hea/Kinesiology Magnet,Florence Nightingale Middle,Active,Florence Nightingale Middle Med/Hea/Kinesiology Magnet (LAUSD),Florence Nightingale Middle Med/Hea/Kinesiology Magnet,True,3311 N Figueroa St,3311 North Figueroa St.,Los Angeles,Los Angeles, 89.62264150943396,False
559,LAUSD,LAUSD,Florence Nightingale Middle School,Florence Nightingale Middle,Active,Florence Nightingale Middle School (LAUSD),Florence Nightingale Middle School,True,3311 N Figueroa St,3311 North Figueroa St.,Los Angeles,Los Angeles, 90.43478260869566,False
560,LAUSD,,Florence Nightingale Middle School Bus Entrprshp Tech Magnet,,,Florence Nightingale Middle School Bus Entrprshp Tech Magnet (LAUSD),Florence Nightingale Middle School Bus Entrprshp Tech Magnet,True,3311 N Figueroa St,,Los Angeles,,,False
561,LAUSD,LAUSD,Florence Nightingale Middle School Gifted STEM Magnet,Florence Nightingale Middle,Active,Florence Nightingale Middle School Gifted STEM Magnet (LAUSD),Florence Nightingale Middle School Gifted STEM Magnet,True,3311 N Figueroa St,3311 North Figueroa St.,Los Angeles,Los Angeles, 89.62264150943396,False
562,LAUSD,,Flournoy Elementary DL Two-Way Im Spanish,,,Flournoy Elementary DL Two-Way Im Spanish (LAUSD),Flournoy Elementary DL Two-Way Im Spanish,True,1630 E 111th St,,Los Angeles,,,False
563,LAUSD,LAUSD,Ford Boulevard Elementary,Ford Boulevard Elementary,Active,Ford Boulevard Elementary (LAUSD),Ford Boulevard Elementary,True,1112 S Ford Blvd,1112 South Ford Blvd.,Los Angeles,Los Angeles, 96.0,False
564,LAUSD,LAUSD,Ford Boulevard Elementary DL Two-Way Im Spanish,Ford Boulevard Elementary,Active,Ford Boulevard Elementary DL Two-Way Im Spanish (LAUSD),Ford Boulevard Elementary DL Two-Way Im Spanish,True,1112 S Ford Blvd,1112 South Ford Blvd.,Los Angeles,Los Angeles, 88.52272727272728,False
565,LAUSD,LAUSD,Foshay Learning Center,Foshay Learning Center,Active,Foshay Learning Center (LAUSD),Foshay Learning Center,True,3751 S Harvard Blvd,3751 South Harvard Blvd.,Los Angeles,Los Angeles, 96.0,False
566,LAUSD,LAUSD,Francisco Bravo Senior High Medical Magnet,Francisco Bravo Medical Magnet High,Active,Francisco Bravo Senior High Medical Magnet (LAUSD),Francisco Bravo Senior High Medical Magnet,True,1200 N Cornwell St,1200 North Cornwell St.,Los Angeles,Los Angeles, 90.327868852459,False
567,LAUSD,,Francisco Sepulveda Middle Kine/Sports Medicine Magnet,,,Francisco Sepulveda Middle Kine/Sports Medicine Magnet (LAUSD),Francisco Sepulveda Middle Kine/Sports Medicine Magnet,True,15330 Plummer St,,North Hills,,,False
568,LAUSD,LAUSD,Francisco Sepulveda Middle School,Francisco Sepulveda Middle,Active,Francisco Sepulveda Middle School (LAUSD),Francisco Sepulveda Middle School,True,15330 Plummer St,15330 Plummer St.,North Hills,North Hills, 95.0,False
569,LAUSD,LAUSD,Francisco Sepulveda Middle School Gifted Magnet,Francisco Sepulveda Middle,Active,Francisco Sepulveda Middle School Gifted Magnet (LAUSD),Francisco Sepulveda Middle School Gifted Magnet,True,15330 Plummer St,15330 Plummer St.,North Hills,North Hills, 95.0,False
570,LAUSD,LAUSD,Frank Del Olmo Elementary,Frank del Olmo Elementary,Active,Frank Del Olmo Elementary (LAUSD),Frank Del Olmo Elementary,True,100 N New Hampshire Ave,100 North New Hampshire Ave.,Los Angeles,Los Angeles, 96.49122807017544,False
571,LAUSD,LAUSD,Franklin Avenue Elementary,Franklin Avenue Elementary,Active,Franklin Avenue Elementary (LAUSD),Franklin Avenue Elementary,True,1910 N Commonwealth Ave,1910 North Commonwealth Ave.,Los Angeles,Los Angeles, 96.55172413793103,False
572,LAUSD,LAUSD,Frida Kahlo Continuation High,Frida Kahlo High,Active,Frida Kahlo Continuation High (LAUSD),Frida Kahlo Continuation High,True,1924 S Los Angeles St,1924 South Los Angeles St.,Los Angeles,Los Angeles, 88.66666666666666,False
573,LAUSD,LAUSD,Fries Avenue Elementary,Fries Avenue Elementary,Active,Fries Avenue Elementary (LAUSD),Fries Avenue Elementary,True,1301 Fries Ave,1301 Fries Ave.,Wilmington,Wilmington, 100.0,False
574,LAUSD,LAUSD,Fullbright Avenue Elementary,Fullbright Avenue Elementary,Active,Fullbright Avenue Elementary (LAUSD),Fullbright Avenue Elementary,True,6940 Fullbright Ave,6940 Fullbright Ave.,Winnetka,Canoga Park, 100.0,False
575,LAUSD,LAUSD,Fullbright Avenue Elementary DL Two-Way Im Spanish,Fullbright Avenue Elementary,Active,Fullbright Avenue Elementary DL Two-Way Im Spanish (LAUSD),Fullbright Avenue Elementary DL Two-Way Im Spanish,True,6940 Fullbright Av,6940 Fullbright Ave.,Winnetka,Canoga Park, 90.36585365853658,False
576,LAUSD,LAUSD,Garden Grove Elementary,Garden Grove Elementary,Active,Garden Grove Elementary (LAUSD),Garden Grove Elementary,True,18141 Valerio St,18141 Valerio St.,Reseda,Reseda, 100.0,False
577,LAUSD,LAUSD,Gardena Elementary,Gardena Elementary,Active,Gardena Elementary (LAUSD),Gardena Elementary,True,647 W Gardena Blvd,647 West Gardena Blvd.,Gardena,Gardena, 96.62921348314607,False
578,LAUSD,LAUSD,Gardena Elementary DL Two-Way Im Spanish,Gardena Elementary,Active,Gardena Elementary DL Two-Way Im Spanish (LAUSD),Gardena Elementary DL Two-Way Im Spanish,True,647 W Gardena Blvd,647 West Gardena Blvd.,Gardena,Gardena, 88.30985915492957,False
579,LAUSD,LAUSD,Gardena Senior High,Gardena Senior High,Active,Gardena Senior High (LAUSD),Gardena Senior High,True,1301 W 182nd St,1301 West 182nd St.,Gardena,Gardena, 96.47058823529412,False
580,LAUSD,LAUSD,Gardena Senior High Global Business Magnet,Gardena Senior High,Active,Gardena Senior High Global Business Magnet (LAUSD),Gardena Senior High Global Business Magnet,True,1301 W 182nd St,1301 West 182nd St.,Gardena,Gardena, 89.27710843373494,False
581,LAUSD,,Gardena Senior High Law/Public Service Magnet,,,Gardena Senior High Law/Public Service Magnet (LAUSD),Gardena Senior High Law/Public Service Magnet,True,1301 W 182nd St,,Gardena,,,False
582,LAUSD,LAUSD,Gardner Street Elementary,Gardner Street Elementary,Active,Gardner Street Elementary (LAUSD),Gardner Street Elementary,True,7450 Hawthorn Ave,7450 Hawthorn Ave.,Los Angeles,Los Angeles, 100.0,False
583,LAUSD,,Garvanza Elementary Technology/Leadership Magnet,,,Garvanza Elementary Technology/Leadership Magnet (LAUSD),Garvanza Elementary Technology/Leadership Magnet,True,317 N Avenue 62,,Los Angeles,,,False
584,LAUSD,LAUSD,Gaspar de Portola Charter Middle,Gaspar De Portola Charter Middle,Active,Gaspar de Portola Charter Middle (LAUSD),Gaspar de Portola Charter Middle,True,18720 Linnet St,18720 Linnet St.,Tarzana,Tarzana, 100.0,False
585,LAUSD,LAUSD,Gaspar de Portola Charter Middle Highly Gifted Magnet,Gaspar De Portola Charter Middle,Active,Gaspar de Portola Charter Middle Highly Gifted Magnet (LAUSD),Gaspar de Portola Charter Middle Highly Gifted Magnet,True,18720 Linnet St,18720 Linnet St.,Tarzana,Tarzana, 95.0,False
586,LAUSD,,Gaspar de Portola CM - Academy of Integrated Arts & Tech,,,Gaspar de Portola CM - Academy of Integrated Arts & Tech (LAUSD),Gaspar de Portola CM - Academy of Integrated Arts & Tech,True,18720 Linnet St,,Tarzana,,,False
587,LAUSD,LAUSD,Gates Street Elementary,Gates Street Elementary,Active,Gates Street Elementary (LAUSD),Gates Street Elementary,True,3333 Manitou Ave,3333 Manitou Ave.,Los Angeles,Los Angeles, 100.0,False
588,LAUSD,,Gates Street Elementary DL Two-Way Im Mandarin,,,Gates Street Elementary DL Two-Way Im Mandarin (LAUSD),Gates Street Elementary DL Two-Way Im Mandarin,True,3333 Manitou Ave,,Los Angeles,,,False
589,LAUSD,LAUSD,Gates Street Elementary DL Two-Way Im Spanish,Gates Street Elementary,Active,Gates Street Elementary DL Two-Way Im Spanish (LAUSD),Gates Street Elementary DL Two-Way Im Spanish,True,3333 Manitou Ave,3333 Manitou Ave.,Los Angeles,Los Angeles, 95.0,False
